"tl3_id","tl2_id","tl1_id","iso3","name_or","name_en","name_fr","continenta","reg_name_p","EU","EEA","mapineq"
"AL011","AL01","ALB44","ALB","Dibër","Dibër","Dibër","t","Dibër",FALSE,FALSE,FALSE
"AL012","AL01","ALB44","ALB","Durrës","Durrës","Durrës","t","Durrës",FALSE,FALSE,FALSE
"AL013","AL01","ALB44","ALB","Kukës","Kukës","Kukës","t","Kukës",FALSE,FALSE,FALSE
"AL014","AL01","ALB44","ALB","Lezhë","Lezhë","Lezhë","t","Lezhë",FALSE,FALSE,FALSE
"AL015","AL01","ALB44","ALB","Shkodër","Shkodër","Shkodër","t","Shkodër",FALSE,FALSE,FALSE
"AL021","AL02","ALB44","ALB","Elbasan","Elbasan","Elbasan","t","Elbasan",FALSE,FALSE,FALSE
"AL022","AL02","ALB44","ALB","Tiranë","Tiranë","Tiranë","t","Tiranë",FALSE,FALSE,FALSE
"AL031","AL03","ALB44","ALB","Berat","Berat","Berat","t","Berat",FALSE,FALSE,FALSE
"AL032","AL03","ALB44","ALB","Fier","Fier","Fier","t","Fier",FALSE,FALSE,FALSE
"AL033","AL03","ALB44","ALB","Gjirokastër","Gjirokastër","Gjirokastër","t","Gjirokastër",FALSE,FALSE,FALSE
"AL034","AL03","ALB44","ALB","Korcë","Korcë","Korcë","t","Korcë",FALSE,FALSE,FALSE
"AL035","AL03","ALB44","ALB","Vlorë","Vlorë","Vlorë","t","Vlorë",FALSE,FALSE,FALSE
"AT111","AT11","AUT27","AUT","Mittelburgenland","Mittelburgenland","Mittelburgenland","t","Mittelburgenland",TRUE,TRUE,TRUE
"AT112","AT11","AUT27","AUT","Nordburgenland","Nordburgenland","Nordburgenland","t","Nordburgenland",TRUE,TRUE,TRUE
"AT113","AT11","AUT27","AUT","Südburgenland","Südburgenland","Südburgenland","t","Südburgenland",TRUE,TRUE,TRUE
"AT121","AT12","AUT27","AUT","Mostviertel-Eisenwurzen","Mostviertel-Eisenwurzen","Mostviertel-Eisenwurzen","t","Mostviertel-Eisenwurzen",TRUE,TRUE,TRUE
"AT122","AT12","AUT27","AUT","Niederösterreich-Süd","Niederösterreich-Süd","Niederösterreich-Süd","t","Niederösterreich-Süd",TRUE,TRUE,TRUE
"AT123","AT12","AUT27","AUT","Sankt Pölten","Sankt Pölten","Sankt Pölten","t","Sankt Pölten",TRUE,TRUE,TRUE
"AT124","AT12","AUT27","AUT","Waldviertel","Waldviertel","Waldviertel","t","Waldviertel",TRUE,TRUE,TRUE
"AT125","AT12","AUT27","AUT","Weinviertel","Weinviertel","Weinviertel","t","Weinviertel",TRUE,TRUE,TRUE
"AT126","AT12","AUT27","AUT","Wiener Umland/Nordteil","Wiener Umland/Nordteil","Wiener Umland/Nordteil","t","Wiener Umland/Nordteil",TRUE,TRUE,TRUE
"AT127","AT12","AUT27","AUT","Wiener Umland/Südteil","Wiener Umland/Südteil","Wiener Umland/Südteil","t","Wiener Umland/Südteil",TRUE,TRUE,TRUE
"AT130","AT13","AUT27","AUT","Wien","Vienna","Vienne","t","Vienna",TRUE,TRUE,TRUE
"AT211","AT21","AUT27","AUT","Klagenfurt-Villach","Klagenfurt-Villach","Klagenfurt-Villach","t","Klagenfurt-Villach",TRUE,TRUE,TRUE
"AT212","AT21","AUT27","AUT","Oberkärnten","Oberkärnten","Oberkärnten","t","Oberkärnten",TRUE,TRUE,TRUE
"AT213","AT21","AUT27","AUT","Unterkärnten","Unterkärnten","Unterkärnten","t","Unterkärnten",TRUE,TRUE,TRUE
"AT221","AT22","AUT27","AUT","Graz","Graz","Graz","t","Graz",TRUE,TRUE,TRUE
"AT222","AT22","AUT27","AUT","Liezen","Liezen","Liezen","t","Liezen",TRUE,TRUE,TRUE
"AT223","AT22","AUT27","AUT","Östliche Obersteiermark","Östliche Obersteiermark","Östliche Obersteiermark","t","Östliche Obersteiermark",TRUE,TRUE,TRUE
"AT224","AT22","AUT27","AUT","Oststeiermark","Oststeiermark","Oststeiermark","t","Oststeiermark",TRUE,TRUE,TRUE
"AT225","AT22","AUT27","AUT","West- und Südsteiermark","West- und Südsteiermark","West- und Südsteiermark","t","West- und Südsteiermark",TRUE,TRUE,TRUE
"AT226","AT22","AUT27","AUT","Westliche Obersteiermark","Westliche Obersteiermark","Westliche Obersteiermark","t","Westliche Obersteiermark",TRUE,TRUE,TRUE
"AT311","AT31","AUT27","AUT","Innviertel","Innviertel","Innviertel","t","Innviertel",TRUE,TRUE,TRUE
"AT312","AT31","AUT27","AUT","Linz-Wels","Linz-Wels","Linz-Wels","t","Linz-Wels",TRUE,TRUE,TRUE
"AT313","AT31","AUT27","AUT","Mühlviertel","Mühlviertel","Mühlviertel","t","Mühlviertel",TRUE,TRUE,TRUE
"AT314","AT31","AUT27","AUT","Steyr-Kirchdorf","Steyr-Kirchdorf","Steyr-Kirchdorf","t","Steyr-Kirchdorf",TRUE,TRUE,TRUE
"AT315","AT31","AUT27","AUT","Traunviertel","Traunviertel","Traunviertel","t","Traunviertel",TRUE,TRUE,TRUE
"AT321","AT32","AUT27","AUT","Lungau","Lungau","Lungau","t","Lungau",TRUE,TRUE,TRUE
"AT322","AT32","AUT27","AUT","Pinzgau-Pongau","Pinzgau-Pongau","Pinzgau-Pongau","t","Pinzgau-Pongau",TRUE,TRUE,TRUE
"AT323","AT32","AUT27","AUT","Salzburg und Umgebung","Salzburg und Umgebung","Salzburg und Umgebung","t","Salzburg und Umgebung",TRUE,TRUE,TRUE
"AT331","AT33","AUT27","AUT","Außerfern","Außerfern","Außerfern","t","Außerfern",TRUE,TRUE,TRUE
"AT332","AT33","AUT27","AUT","Innsbruck","Innsbruck","Innsbruck","t","Innsbruck",TRUE,TRUE,TRUE
"AT333","AT33","AUT27","AUT","Osttirol","Osttirol","Osttirol","t","Osttirol",TRUE,TRUE,TRUE
"AT334","AT33","AUT27","AUT","Tiroler Oberland","Tiroler Oberland","Tyrolean Oberland","t","Tiroler Oberland",TRUE,TRUE,TRUE
"AT335","AT33","AUT27","AUT","Tiroler Unterland","Tiroler Unterland","Tyrolean Unterland","t","Tiroler Unterland",TRUE,TRUE,TRUE
"AT341","AT34","AUT27","AUT","Bludenz-Bregenzer Wald","Bludenz-Bregenzer Wald","Bludenz-Bregenzer Wald","t","Bludenz-Bregenzer Wald",TRUE,TRUE,TRUE
"AT342","AT34","AUT27","AUT","Rheintal-Bodenseegebiet","Rheintal-Bodenseegebiet","Rheintal-Bodenseegebiet","t","Rheintal-Bodenseegebiet",TRUE,TRUE,TRUE
"AU101","AU1","AUS223","AUS","Capital Region","Capital Region","Capital Region","t","Capital Region",FALSE,FALSE,FALSE
"AU103","AU1","AUS223","AUS","Central West","Central West","Central West","t","Central West",FALSE,FALSE,FALSE
"AU104","AU1","AUS223","AUS","Coffs Harbour - Grafton","Coffs Harbour - Grafton","Coffs Harbour - Grafton","t","Coffs Harbour - Grafton",FALSE,FALSE,FALSE
"AU105","AU1","AUS223","AUS","Far West and Orana","Far West and Orana","Far West and Orana","t","Far West and Orana",FALSE,FALSE,FALSE
"AU106","AU1","AUS223","AUS","Hunter Valley Exc Newcastle","Hunter Valley Exc Newcastle","Hunter Valley Exc Newcastle","t","Hunter Valley Exc Newcastle",FALSE,FALSE,FALSE
"AU107","AU1","AUS223","AUS","Illawarra","Illawarra","Illawarra","t","Illawarra",FALSE,FALSE,FALSE
"AU108","AU1","AUS223","AUS","Mid North Coast","Mid North Coast","Mid North Coast","t","Mid North Coast",FALSE,FALSE,FALSE
"AU109","AU1","AUS223","AUS","Murray","Murray","Murray","t","Murray",FALSE,FALSE,FALSE
"AU110","AU1","AUS223","AUS","New England and North West","New England and North West","New England and North West","t","New England and North West",FALSE,FALSE,FALSE
"AU111","AU1","AUS223","AUS","Newcastle and Lake Macquarie","Newcastle and Lake Macquarie","Newcastle and Lake Macquarie","t","Newcastle and Lake Macquarie",FALSE,FALSE,FALSE
"AU112","AU1","AUS223","AUS","Richmond - Tweed","Richmond - Tweed","Richmond - Tweed","t","Richmond - Tweed",FALSE,FALSE,FALSE
"AU113","AU1","AUS223","AUS","Riverina","Riverina","Riverina","t","Riverina",FALSE,FALSE,FALSE
"AU114","AU1","AUS223","AUS","Southern Highlands and Shoalhaven","Southern Highlands and Shoalhaven","Southern Highlands and Shoalhaven","t","Southern Highlands and Shoalhaven",FALSE,FALSE,FALSE
"AU1GS","AU1","AUS223","AUS","Sydney","Sydney","Sydney","t","Sydney",FALSE,FALSE,FALSE
"AU201","AU2","AUS223","AUS","Ballarat","Ballarat","Ballarat","t","Ballarat",FALSE,FALSE,FALSE
"AU202","AU2","AUS223","AUS","Bendigo","Bendigo","Bendigo","t","Bendigo",FALSE,FALSE,FALSE
"AU203","AU2","AUS223","AUS","Geelong","Geelong","Geelong","t","Geelong",FALSE,FALSE,FALSE
"AU204","AU2","AUS223","AUS","Hume","Hume","Hume","t","Hume",FALSE,FALSE,FALSE
"AU205","AU2","AUS223","AUS","Latrobe - Gippsland","Latrobe - Gippsland","Latrobe - Gippsland","t","Latrobe - Gippsland",FALSE,FALSE,FALSE
"AU215","AU2","AUS223","AUS","North West","North West","North West","t","North West",FALSE,FALSE,FALSE
"AU216","AU2","AUS223","AUS","Shepparton","Shepparton","Shepparton","t","Shepparton",FALSE,FALSE,FALSE
"AU217","AU2","AUS223","AUS","Warrnambool and South West","Warrnambool and South West","Warrnambool and South West","t","Warrnambool and South West",FALSE,FALSE,FALSE
"AU2GM","AU2","AUS223","AUS","Melbourne","Melbourne","Melbourne","t","Melbourne",FALSE,FALSE,FALSE
"AU306","AU3","AUS223","AUS","Cairns","Cairns","Cairns","t","Cairns",FALSE,FALSE,FALSE
"AU307","AU3","AUS223","AUS","Darling Downs - Maranoa","Darling Downs - Maranoa","Darling Downs - Maranoa","t","Darling Downs - Maranoa",FALSE,FALSE,FALSE
"AU308","AU3","AUS223","AUS","Fitzroy","Fitzroy","Fitzroy","t","Fitzroy",FALSE,FALSE,FALSE
"AU309","AU3","AUS223","AUS","Gold Coast","Gold Coast","Gold Coast","t","Gold Coast",FALSE,FALSE,FALSE
"AU312","AU3","AUS223","AUS","Mackay","Mackay","Mackay","t","Mackay",FALSE,FALSE,FALSE
"AU315","AU3","AUS223","AUS","Queensland - Outback","Queensland - Outback","Queensland - Outback","t","Queensland - Outback",FALSE,FALSE,FALSE
"AU316","AU3","AUS223","AUS","Sunshine Coast","Sunshine Coast","Sunshine Coast","t","Sunshine Coast",FALSE,FALSE,FALSE
"AU317","AU3","AUS223","AUS","Toowoomba","Toowoomba","Toowoomba","t","Toowoomba",FALSE,FALSE,FALSE
"AU318","AU3","AUS223","AUS","Townsville","Townsville","Townsville","t","Townsville",FALSE,FALSE,FALSE
"AU319","AU3","AUS223","AUS","Wide Bay","Wide Bay","Wide Bay","t","Wide Bay",FALSE,FALSE,FALSE
"AU3GB","AU3","AUS223","AUS","Brisbane","Brisbane","Brisbane","t","Brisbane",FALSE,FALSE,FALSE
"AU405","AU4","AUS223","AUS","Barossa - Yorke - Mid North","Barossa - Yorke - Mid North","Barossa - Yorke - Mid North","t","Barossa - Yorke - Mid North",FALSE,FALSE,FALSE
"AU406","AU4","AUS223","AUS","South Australia - Outback","South Australia - Outback","South Australia - Outback","t","South Australia - Outback",FALSE,FALSE,FALSE
"AU407","AU4","AUS223","AUS","South Australia - South East","South Australia - South East","South Australia - South East","t","South Australia - South East",FALSE,FALSE,FALSE
"AU4GA","AU4","AUS223","AUS","Adelaide","Adelaide","Adelaide","t","Adelaide",FALSE,FALSE,FALSE
"AU501","AU5","AUS223","AUS","Bunbury","Bunbury","Bunbury","t","Bunbury",FALSE,FALSE,FALSE
"AU508","AU5","AUS223","AUS","Western Australia - Outback","Western Australia - Outback","Western Australia - Outback","t","Western Australia - Outback",FALSE,FALSE,FALSE
"AU509","AU5","AUS223","AUS","Western Australia - Wheat Belt","Western Australia - Wheat Belt","Western Australia - Wheat Belt","t","Western Australia - Wheat Belt",FALSE,FALSE,FALSE
"AU5GP","AU5","AUS223","AUS","Perth","Perth","Perth","t","Perth",FALSE,FALSE,FALSE
"AU601","AU6","AUS223","AUS","Hobart","Hobart","Hobart","t","Hobart",FALSE,FALSE,FALSE
"AU602","AU6","AUS223","AUS","Launceston and North East","Launceston and North East","Launceston and North East","t","Launceston and North East",FALSE,FALSE,FALSE
"AU603","AU6","AUS223","AUS","South East","South East","South East","t","South East",FALSE,FALSE,FALSE
"AU604","AU6","AUS223","AUS","West and North West","West and North West","West and North West","t","West and North West",FALSE,FALSE,FALSE
"AU701","AU7","AUS223","AUS","Darwin","Darwin","Darwin","t","Darwin",FALSE,FALSE,FALSE
"AU702","AU7","AUS223","AUS","Northern Territory - Outback","Northern Territory - Outback","Northern Territory - Outback","t","Northern Territory - Outback",FALSE,FALSE,FALSE
"AU801","AU8","AUS223","AUS","Australian Capital Territory","Australian Capital Territory","Australian Capital Territory","t","Australian Capital Territory",FALSE,FALSE,FALSE
"AU901","999","999","999","Other Territories","Other Territories","Autres Territoires","t","Other Territories",FALSE,FALSE,FALSE
"BE100","BE1","BEL16","BEL","Arr. de Bruxelles-Capitale / Arr. Van Brussel-Hoofdstad","Arr. de Bruxelles-Capitale / Arr. Van Brussel-Hoofdstad","Arr. Bruxelles-Capitale","t","Brussels",FALSE,FALSE,FALSE
"BE211","BE2","BEL16","BEL","Arr. Antwerpen","Arr. Antwerpen","Arr. Anvers","t","Antwerp",FALSE,FALSE,FALSE
"BE212","BE2","BEL16","BEL","Arr. Mechelen","Arr. Mechelen","Arr. Malines","t","Mechelen",FALSE,FALSE,FALSE
"BE213","BE2","BEL16","BEL","Arr. Turnhout","Arr. Turnhout","Arr. Turnhout","t","Turnhout",FALSE,FALSE,FALSE
"BE221","BE2","BEL16","BEL","Arr. Hasselt","Arr. Hasselt","Arr. Hasselt","t","Hasselt",FALSE,FALSE,FALSE
"BE222","BE2","BEL16","BEL","Arr. Maaseik","Arr. Maaseik","Arr. Maaseik","t","Maaseik",FALSE,FALSE,FALSE
"BE223","BE2","BEL16","BEL","Arr. Tongeren","Arr. Tongeren","Arr. Tongres","t","Tongeren",FALSE,FALSE,FALSE
"BE231","BE2","BEL16","BEL","Arr. Aalst","Arr. Aalst","Arr. Alost","t","Aalst",FALSE,FALSE,FALSE
"BE232","BE2","BEL16","BEL","Arr. Dendermonde","Arr. Dendermonde","Arr. Termonde","t","Dendermonde",FALSE,FALSE,FALSE
"BE233","BE2","BEL16","BEL","Arr. Eeklo","Arr. Eeklo","Arr. Eeklo","t","Eeklo",FALSE,FALSE,FALSE
"BE234","BE2","BEL16","BEL","Arr. Gent","Arr. Gent","Arr. Gand","t","Ghent",FALSE,FALSE,FALSE
"BE235","BE2","BEL16","BEL","Arr. Oudenaarde","Arr. Oudenaarde","Arr. Audenarde","t","Oudenaarde",FALSE,FALSE,FALSE
"BE236","BE2","BEL16","BEL","Arr. Sint-Niklaas","Arr. Sint-Niklaas","Arr. Saint-Nicolas","t","Sint-Niklaas",FALSE,FALSE,FALSE
"BE241","BE2","BEL16","BEL","Arr. Halle-Vilvoorde","Arr. Halle-Vilvoorde","Arr. Hal-Vilvorde","t","Halle-Vilvoorde",FALSE,FALSE,FALSE
"BE242","BE2","BEL16","BEL","Arr. Leuven","Arr. Leuven","Arr. Louvain","t","Leuven",FALSE,FALSE,FALSE
"BE251","BE2","BEL16","BEL","Arr. Brugge","Arr. Brugge","Arr. Bruges","t","Brugge",FALSE,FALSE,FALSE
"BE252","BE2","BEL16","BEL","Arr. Diksmuide","Arr. Diksmuide","Arr. Dixmude","t","Diksmuide",FALSE,FALSE,FALSE
"BE253","BE2","BEL16","BEL","Arr. Ieper","Arr. Ieper","Arr. Ypres","t","Ieper",FALSE,FALSE,FALSE
"BE254","BE2","BEL16","BEL","Arr. Kortrijk","Arr. Kortrijk","Arr. Courtrai","t","Kortrijk",FALSE,FALSE,FALSE
"BE255","BE2","BEL16","BEL","Arr. Oostende","Arr. Oostende","Arr. Ostende","t","Oostende",FALSE,FALSE,FALSE
"BE256","BE2","BEL16","BEL","Arr. Roeselare","Arr. Roeselare","Arr. Roulers","t","Roeselare",FALSE,FALSE,FALSE
"BE257","BE2","BEL16","BEL","Arr. Tielt","Arr. Tielt","Arr. Tielt","t","Tielt",FALSE,FALSE,FALSE
"BE258","BE2","BEL16","BEL","Arr. Veurne","Arr. Veurne","Arr. Furnes","t","Veurne",FALSE,FALSE,FALSE
"BE310","BE3","BEL16","BEL","Arr. Nivelles","Arr. Nivelles","Arr. Nivelles","t","Nivelles",FALSE,FALSE,FALSE
"BE321","BE3","BEL16","BEL","Arr. Ath","Arr. Ath","Arr. Ath","t","Ath",FALSE,FALSE,FALSE
"BE322","BE3","BEL16","BEL","Arr. Charleroi","Arr. Charleroi","Arr. Charleroi","t","Charleroi",FALSE,FALSE,FALSE
"BE323","BE3","BEL16","BEL","Arr. Mons","Arr. Mons","Arr. Mons","t","Mons",FALSE,FALSE,FALSE
"BE324","BE3","BEL16","BEL","Arr. Mouscron","Arr. Mouscron","Arr. Mouscron","t","Mouscron",FALSE,FALSE,FALSE
"BE325","BE3","BEL16","BEL","Arr. Soignies","Arr. Soignies","Arr. Soignies","t","Soignies",FALSE,FALSE,FALSE
"BE326","BE3","BEL16","BEL","Arr. Thuin","Arr. Thuin","Arr. Thuin","t","Thuin",FALSE,FALSE,FALSE
"BE327","BE3","BEL16","BEL","Arr. Tournai","Arr. Tournai","Arr. Tournai","t","Tournai",FALSE,FALSE,FALSE
"BE331","BE3","BEL16","BEL","Arr. Huy","Arr. Huy","Arr. Huy","t","Huy",FALSE,FALSE,FALSE
"BE332","BE3","BEL16","BEL","Arr. Liège","Arr. Liège","Arr. Liège","t","Liège",FALSE,FALSE,FALSE
"BE334","BE3","BEL16","BEL","Arr. Waremme","Arr. Waremme","Arr. Waremme","t","Waremme",FALSE,FALSE,FALSE
"BE335","BE3","BEL16","BEL","Arr. Verviers - communes francophones","Arr. Verviers - communes francophones","Arr. Verviers - communes francophones","t","Verviers - communes francophones",FALSE,FALSE,FALSE
"BE336","BE3","BEL16","BEL","Bezirk Verviers - Deutschsprachige Gemeinschaft","Bezirk Verviers - Deutschsprachige Gemeinschaft","Arr. Verviers - communes germanophones","t","Bezirk Verviers - Deutschsprachige Gemeinschaft",FALSE,FALSE,FALSE
"BE341","BE3","BEL16","BEL","Arr. Arlon","Arr. Arlon","Arr. Arlon","t","Arlon",FALSE,FALSE,FALSE
"BE342","BE3","BEL16","BEL","Arr. Bastogne","Arr. Bastogne","Arr. Bastogne","t","Bastogne",FALSE,FALSE,FALSE
"BE343","BE3","BEL16","BEL","Arr. Marche-en-Famenne","Arr. Marche-en-Famenne","Arr. Marche-en-Famenne","t","Marche-en-Famenne",FALSE,FALSE,FALSE
"BE344","BE3","BEL16","BEL","Arr. Neufchâteau","Arr. Neufchâteau","Arr. Neufchâteau","t","Neufchâteau",FALSE,FALSE,FALSE
"BE345","BE3","BEL16","BEL","Arr. Virton","Arr. Virton","Arr. Virton","t","Virton",FALSE,FALSE,FALSE
"BE351","BE3","BEL16","BEL","Arr. Dinant","Arr. Dinant","Arr. Dinant","t","Dinant",FALSE,FALSE,FALSE
"BE352","BE3","BEL16","BEL","Arr. Namur","Arr. Namur","Arr. Namur","t","Namur",FALSE,FALSE,FALSE
"BE353","BE3","BEL16","BEL","Arr. Philippeville","Arr. Philippeville","Arr. Philippeville","t","Philippeville",FALSE,FALSE,FALSE
"BG311","BG31","BGR37","BGR","Vidin","Vidin","Vidin","t","Vidin",TRUE,TRUE,TRUE
"BG312","BG31","BGR37","BGR","Montana","Montana","Montana","t","Montana",TRUE,TRUE,TRUE
"BG313","BG31","BGR37","BGR","Vratsa","Vratsa","Vratsa","t","Vratsa",TRUE,TRUE,TRUE
"BG314","BG31","BGR37","BGR","Pleven","Pleven","Pleven","t","Pleven",TRUE,TRUE,TRUE
"BG315","BG31","BGR37","BGR","Lovech","Lovech","Lovech","t","Lovech",TRUE,TRUE,TRUE
"BG321","BG32","BGR37","BGR","Veliko Tarnovo","Veliko Tarnovo","Veliko Tarnovo","t","Veliko Tarnovo",TRUE,TRUE,TRUE
"BG322","BG32","BGR37","BGR","Gabrovo","Gabrovo","Gabrovo","t","Gabrovo",TRUE,TRUE,TRUE
"BG323","BG32","BGR37","BGR","Ruse","Ruse","Ruse","t","Ruse",TRUE,TRUE,TRUE
"BG324","BG32","BGR37","BGR","Razgrad","Razgrad","Razgrad","t","Razgrad",TRUE,TRUE,TRUE
"BG325","BG32","BGR37","BGR","Silistra","Silistra","Silistra","t","Silistra",TRUE,TRUE,TRUE
"BG331","BG33","BGR37","BGR","Varna","Varna","Varna","t","Varna",TRUE,TRUE,TRUE
"BG332","BG33","BGR37","BGR","Dobrich","Dobrich","Dobrich","t","Dobrich",TRUE,TRUE,TRUE
"BG333","BG33","BGR37","BGR","Shumen","Shumen","Shumen","t","Shumen",TRUE,TRUE,TRUE
"BG334","BG33","BGR37","BGR","Targovishte","Targovishte","Targovishte","t","Targovishte",TRUE,TRUE,TRUE
"BG341","BG34","BGR37","BGR","Burgas","Burgas","Burgas","t","Burgas",TRUE,TRUE,TRUE
"BG342","BG34","BGR37","BGR","Sliven","Sliven","Sliven","t","Sliven",TRUE,TRUE,TRUE
"BG343","BG34","BGR37","BGR","Yambol","Yambol","Yambol","t","Yambol",TRUE,TRUE,TRUE
"BG344","BG34","BGR37","BGR","Starazagora","Starazagora","Starazagora","t","Starazagora",TRUE,TRUE,TRUE
"BG411","BG41","BGR37","BGR","Sofia (Stolitsa)","Sofia (Stolitsa)","Sofia (Stolitsa)","t","Sofia (Stolitsa)",TRUE,TRUE,TRUE
"BG412","BG41","BGR37","BGR","Sofia","Sofia","Sofia","t","Sofia",TRUE,TRUE,TRUE
"BG413","BG41","BGR37","BGR","Blagoevgrad","Blagoevgrad","Blagoevgrad","t","Blagoevgrad",TRUE,TRUE,TRUE
"BG414","BG41","BGR37","BGR","Pernik","Pernik","Pernik","t","Pernik",TRUE,TRUE,TRUE
"BG415","BG41","BGR37","BGR","Kyustendil","Kyustendil","Kyustendil","t","Kyustendil",TRUE,TRUE,TRUE
"BG421","BG42","BGR37","BGR","Plovdiv","Plovdiv","Plovdiv","t","Plovdiv",TRUE,TRUE,TRUE
"BG422","BG42","BGR37","BGR","Haskovo","Haskovo","Haskovo","t","Haskovo",TRUE,TRUE,TRUE
"BG423","BG42","BGR37","BGR","Pazardzhik","Pazardzhik","Pazardzhik","t","Pazardzhik",TRUE,TRUE,TRUE
"BG424","BG42","BGR37","BGR","Smolyan","Smolyan","Smolyan","t","Smolyan",TRUE,TRUE,TRUE
"BG425","BG42","BGR37","BGR","Kardzhali","Kardzhali","Kardzhali","t","Kardzhali",TRUE,TRUE,TRUE
"CA1001","CA10","CAN47","CAN","Division 1, NL","Division 1, NL","Division 1, Terre-Neuve-et-Labrador","t","Division 1, NL",FALSE,FALSE,FALSE
"CA1002","CA10","CAN47","CAN","Division 2, NL","Division 2, NL","Division 2, Terre-Neuve-et-Labrador","t","Division 2, NL",FALSE,FALSE,FALSE
"CA1003","CA10","CAN47","CAN","Division 3, NL","Division 3, NL","Division 3, Terre-Neuve-et-Labrador","t","Division 3, NL",FALSE,FALSE,FALSE
"CA1004","CA10","CAN47","CAN","Division 4, NL","Division 4, NL","Division 4, Terre-Neuve-et-Labrador","t","Division 4, NL",FALSE,FALSE,FALSE
"CA1005","CA10","CAN47","CAN","Division 5, NL","Division 5, NL","Division 5, Terre-Neuve-et-Labrador","t","Division 5, NL",FALSE,FALSE,FALSE
"CA1006","CA10","CAN47","CAN","Division 6, NL","Division 6, NL","Division 6, Terre-Neuve-et-Labrador","t","Division 6, NL",FALSE,FALSE,FALSE
"CA1007","CA10","CAN47","CAN","Division 7, NL","Division 7, NL","Division 7, Terre-Neuve-et-Labrador","t","Division 7, NL",FALSE,FALSE,FALSE
"CA1008","CA10","CAN47","CAN","Division 8, NL","Division 8, NL","Division 8, Terre-Neuve-et-Labrador","t","Division 8, NL",FALSE,FALSE,FALSE
"CA1009","CA10","CAN47","CAN","Division 9, NL","Division 9, NL","Division 9, Terre-Neuve-et-Labrador","t","Division 9, NL",FALSE,FALSE,FALSE
"CA1010","CA10","CAN47","CAN","Division 10, NL","Division 10, NL","Division 10, Terre-Neuve-et-Labrador","t","Division 10, NL",FALSE,FALSE,FALSE
"CA1011","CA10","CAN47","CAN","Division 11, NL","Division 11, NL","Division 11, Terre-Neuve-et-Labrador","t","Division 11, NL",FALSE,FALSE,FALSE
"CA1101","CA11","CAN47","CAN","Kings, PE","Kings, PE","Kings, Île-du-Prince-Édouard","t","Kings, PE",FALSE,FALSE,FALSE
"CA1102","CA11","CAN47","CAN","Queens, PE","Queens, PE","Queens, Île-du-Prince-Édouard","t","Queens, PE",FALSE,FALSE,FALSE
"CA1103","CA11","CAN47","CAN","Prince, PE","Prince, PE","Prince, Île-du-Prince-Édouard","t","Prince, PE",FALSE,FALSE,FALSE
"CA1201","CA12","CAN47","CAN","Shelburne, NS","Shelburne, NS","Shelburne, Nouvelle-Écosse","t","Shelburne, NS",FALSE,FALSE,FALSE
"CA1202","CA12","CAN47","CAN","Yarmouth, NS","Yarmouth, NS","Yarmouth, Nouvelle-Écosse","t","Yarmouth, NS",FALSE,FALSE,FALSE
"CA1203","CA12","CAN47","CAN","Digby, NS","Digby, NS","Digby, Nouvelle-Écosse","t","Digby, NS",FALSE,FALSE,FALSE
"CA1204","CA12","CAN47","CAN","Queens, NS","Queens, NS","Queens, Nouvelle-Écosse","t","Queens, NS",FALSE,FALSE,FALSE
"CA1205","CA12","CAN47","CAN","Annapolis, NS","Annapolis, NS","Annapolis, Nouvelle-Écosse","t","Annapolis, NS",FALSE,FALSE,FALSE
"CA1206","CA12","CAN47","CAN","Lunenburg, NS","Lunenburg, NS","Lunenburg, Nouvelle-Écosse","t","Lunenburg, NS",FALSE,FALSE,FALSE
"CA1207","CA12","CAN47","CAN","Kings, NS","Kings, NS","Kings, Nouvelle-Écosse","t","Kings, NS",FALSE,FALSE,FALSE
"CA1208","CA12","CAN47","CAN","Hants, NS","Hants, NS","Hants, Nouvelle-Écosse","t","Hants, NS",FALSE,FALSE,FALSE
"CA1209","CA12","CAN47","CAN","Halifax, NS","Halifax, NS","Halifax, Nouvelle-Écosse","t","Halifax, NS",FALSE,FALSE,FALSE
"CA1210","CA12","CAN47","CAN","Colchester, NS","Colchester, NS","Colchester, Nouvelle-Écosse","t","Colchester, NS",FALSE,FALSE,FALSE
"CA1211","CA12","CAN47","CAN","Cumberland, NS","Cumberland, NS","Cumberland, Nouvelle-Écosse","t","Cumberland, NS",FALSE,FALSE,FALSE
"CA1212","CA12","CAN47","CAN","Pictou, NS","Pictou, NS","Pictou, Nouvelle-Écosse","t","Pictou, NS",FALSE,FALSE,FALSE
"CA1213","CA12","CAN47","CAN","Guysborough, NS","Guysborough, NS","Guysborough, Nouvelle-Écosse","t","Guysborough, NS",FALSE,FALSE,FALSE
"CA1214","CA12","CAN47","CAN","Antigonish, NS","Antigonish, NS","Antigonish, Nouvelle-Écosse","t","Antigonish, NS",FALSE,FALSE,FALSE
"CA1215","CA12","CAN47","CAN","Inverness, NS","Inverness, NS","Inverness, Nouvelle-Écosse","t","Inverness, NS",FALSE,FALSE,FALSE
"CA1216","CA12","CAN47","CAN","Richmond, NS","Richmond, NS","Richmond, Nouvelle-Écosse","t","Richmond, NS",FALSE,FALSE,FALSE
"CA1217","CA12","CAN47","CAN","Cape Breton, NS","Cape Breton, NS","Cape Breton, Nouvelle-Écosse","t","Cape Breton, NS",FALSE,FALSE,FALSE
