"tl3_id","tl2_id","tl1_id","iso3","name_or","name_en","name_fr","continenta","reg_name_p","EU","EEA","mapineq"
"UKC12","UKC","GBR20","GBR","South Teesside","South Teesside","South Teesside","t","South Teesside",FALSE,FALSE,TRUE
"UKC13","UKC","GBR20","GBR","Darlington","Darlington","Darlington","t","Darlington",FALSE,FALSE,TRUE
"UKC14","UKC","GBR20","GBR","Durham CC","Durham CC","Durham CC","t","Durham CC",FALSE,FALSE,TRUE
"UKC21","UKC","GBR20","GBR","Northumberland","Northumberland","Northumberland","t","Northumberland",FALSE,FALSE,TRUE
"UKC22","UKC","GBR20","GBR","Tyneside","Tyneside","Tyneside","t","Tyneside",FALSE,FALSE,TRUE
"UKC23","UKC","GBR20","GBR","Sunderland","Sunderland","Sunderland","t","Sunderland",FALSE,FALSE,TRUE
"UKD11","UKD","GBR20","GBR","West Cumbria","West Cumbria","West Cumbria","t","West Cumbria",FALSE,FALSE,TRUE
"UKD12","UKD","GBR20","GBR","East Cumbria","East Cumbria","East Cumbria","t","East Cumbria",FALSE,FALSE,TRUE
"UKD33","UKD","GBR20","GBR","Manchester","Manchester","Manchester","t","Manchester",FALSE,FALSE,TRUE
"UKD34","UKD","GBR20","GBR","Greater Manchester South West","Greater Manchester South West","Greater Manchester South West","t","Greater Manchester South West",FALSE,FALSE,TRUE
"UKD35","UKD","GBR20","GBR","Greater Manchester South East","Greater Manchester South East","Greater Manchester South East","t","Greater Manchester South East",FALSE,FALSE,TRUE
"UKD36","UKD","GBR20","GBR","Greater Manchester North West","Greater Manchester North West","Greater Manchester North West","t","Greater Manchester North West",FALSE,FALSE,TRUE
"UKD37","UKD","GBR20","GBR","Greater Manchester North East","Greater Manchester North East","Greater Manchester North East","t","Greater Manchester North East",FALSE,FALSE,TRUE
"UKD41","UKD","GBR20","GBR","Blackburn with Darwen","Blackburn with Darwen","Blackburn with Darwen","t","Blackburn with Darwen",FALSE,FALSE,TRUE
"UKD42","UKD","GBR20","GBR","Blackpool","Blackpool","Blackpool","t","Blackpool",FALSE,FALSE,TRUE
"UKD44","UKD","GBR20","GBR","Lancaster and Wyre","Lancaster and Wyre","Lancaster and Wyre","t","Lancaster and Wyre",FALSE,FALSE,TRUE
"UKD45","UKD","GBR20","GBR","Mid Lancashire","Mid Lancashire","Mid Lancashire","t","Mid Lancashire",FALSE,FALSE,TRUE
"UKD46","UKD","GBR20","GBR","East Lancashire","East Lancashire","East Lancashire","t","East Lancashire",FALSE,FALSE,TRUE
"UKD47","UKD","GBR20","GBR","Chorley and West Lancashire","Chorley and West Lancashire","Chorley and West Lancashire","t","Chorley and West Lancashire",FALSE,FALSE,TRUE
"UKD61","UKD","GBR20","GBR","Warrington","Warrington","Warrington","t","Warrington",FALSE,FALSE,TRUE
"UKD62","UKD","GBR20","GBR","Cheshire East","Cheshire East","Cheshire East","t","Cheshire East",FALSE,FALSE,TRUE
"UKD63","UKD","GBR20","GBR","Cheshire West and Chester","Cheshire West and Chester","Cheshire West and Chester","t","Cheshire West and Chester",FALSE,FALSE,TRUE
"UKD71","UKD","GBR20","GBR","East Merseyside","East Merseyside","East Merseyside","t","East Merseyside",FALSE,FALSE,TRUE
"UKD72","UKD","GBR20","GBR","Liverpool","Liverpool","Liverpool","t","Liverpool",FALSE,FALSE,TRUE
"UKD73","UKD","GBR20","GBR","Sefton","Sefton","Sefton","t","Sefton",FALSE,FALSE,TRUE
"UKD74","UKD","GBR20","GBR","Wirral","Wirral","Wirral","t","Wirral",FALSE,FALSE,TRUE
"UKE11","UKE","GBR20","GBR","Kingston upon Hull, City of","Kingston upon Hull, City of","Kingston upon Hull, City of","t","Kingston upon Hull, City of",FALSE,FALSE,TRUE
"UKE12","UKE","GBR20","GBR","East Riding of Yorkshire","East Riding of Yorkshire","East Riding of Yorkshire","t","East Riding of Yorkshire",FALSE,FALSE,TRUE
"UKE13","UKE","GBR20","GBR","North and North East Lincolnshire","North and North East Lincolnshire","North and North East Lincolnshire","t","North and North East Lincolnshire",FALSE,FALSE,TRUE
"UKE21","UKE","GBR20","GBR","York","York","York","t","York",FALSE,FALSE,TRUE
"UKE22","UKE","GBR20","GBR","North Yorkshire CC","North Yorkshire CC","North Yorkshire CC","t","North Yorkshire CC",FALSE,FALSE,TRUE
"UKE31","UKE","GBR20","GBR","Barnsley, Doncaster and Rotherham","Barnsley, Doncaster and Rotherham","Barnsley, Doncaster and Rotherham","t","Barnsley, Doncaster and Rotherham",FALSE,FALSE,TRUE
"UKE32","UKE","GBR20","GBR","Sheffield","Sheffield","Sheffield","t","Sheffield",FALSE,FALSE,TRUE
"UKE41","UKE","GBR20","GBR","Bradford","Bradford","Bradford","t","Bradford",FALSE,FALSE,TRUE
"UKE42","UKE","GBR20","GBR","Leeds","Leeds","Leeds","t","Leeds",FALSE,FALSE,TRUE
"UKE44","UKE","GBR20","GBR","Calderdale and Kirklees","Calderdale and Kirklees","Calderdale and Kirklees","t","Calderdale and Kirklees",FALSE,FALSE,TRUE
"UKE45","UKE","GBR20","GBR","Wakefield","Wakefield","Wakefield","t","Wakefield",FALSE,FALSE,TRUE
"UKF11","UKF","GBR20","GBR","Derby","Derby","Derby","t","Derby",FALSE,FALSE,TRUE
"UKF12","UKF","GBR20","GBR","East Derbyshire","East Derbyshire","East Derbyshire","t","East Derbyshire",FALSE,FALSE,TRUE
"UKF13","UKF","GBR20","GBR","South and West Derbyshire","South and West Derbyshire","South and West Derbyshire","t","South and West Derbyshire",FALSE,FALSE,TRUE
"UKF14","UKF","GBR20","GBR","Nottingham","Nottingham","Nottingham","t","Nottingham",FALSE,FALSE,TRUE
"UKF15","UKF","GBR20","GBR","North Nottinghamshire","North Nottinghamshire","North Nottinghamshire","t","North Nottinghamshire",FALSE,FALSE,TRUE
"UKF16","UKF","GBR20","GBR","South Nottinghamshire","South Nottinghamshire","South Nottinghamshire","t","South Nottinghamshire",FALSE,FALSE,TRUE
"UKF21","UKF","GBR20","GBR","Leicester","Leicester","Leicester","t","Leicester",FALSE,FALSE,TRUE
"UKF22","UKF","GBR20","GBR","Leicestershire CC and Rutland","Leicestershire CC and Rutland","Leicestershire CC and Rutland","t","Leicestershire CC and Rutland",FALSE,FALSE,TRUE
"UKF24","UKF","GBR20","GBR","West Northamptonshire","West Northamptonshire","West Northamptonshire","t","West Northamptonshire",FALSE,FALSE,TRUE
"UKF25","UKF","GBR20","GBR","North Northamptonshire","North Northamptonshire","North Northamptonshire","t","North Northamptonshire",FALSE,FALSE,TRUE
"UKF30","UKF","GBR20","GBR","Lincolnshire","Lincolnshire","Lincolnshire","t","Lincolnshire",FALSE,FALSE,TRUE
"UKG11","UKG","GBR20","GBR","Herefordshire, County of","Herefordshire, County of","Herefordshire, County of","t","Herefordshire, County of",FALSE,FALSE,TRUE
"UKG12","UKG","GBR20","GBR","Worcestershire","Worcestershire","Worcestershire","t","Worcestershire",FALSE,FALSE,TRUE
"UKG13","UKG","GBR20","GBR","Warwickshire","Warwickshire","Warwickshire","t","Warwickshire",FALSE,FALSE,TRUE
"UKG21","UKG","GBR20","GBR","Telford and Wrekin","Telford and Wrekin","Telford and Wrekin","t","Telford and Wrekin",FALSE,FALSE,TRUE
"UKG22","UKG","GBR20","GBR","Shropshire CC","Shropshire CC","Shropshire CC","t","Shropshire CC",FALSE,FALSE,TRUE
"UKG23","UKG","GBR20","GBR","Stoke-on-Trent","Stoke-on-Trent","Stoke-on-Trent","t","Stoke-on-Trent",FALSE,FALSE,TRUE
"UKG24","UKG","GBR20","GBR","Staffordshire CC","Staffordshire CC","Staffordshire CC","t","Staffordshire CC",FALSE,FALSE,TRUE
"UKG31","UKG","GBR20","GBR","Birmingham","Birmingham","Birmingham","t","Birmingham",FALSE,FALSE,TRUE
"UKG32","UKG","GBR20","GBR","Solihull","Solihull","Solihull","t","Solihull",FALSE,FALSE,TRUE
"UKG33","UKG","GBR20","GBR","Coventry","Coventry","Coventry","t","Coventry",FALSE,FALSE,TRUE
"UKG36","UKG","GBR20","GBR","Dudley","Dudley","Dudley","t","Dudley",FALSE,FALSE,TRUE
"UKG37","UKG","GBR20","GBR","Sandwell","Sandwell","Sandwell","t","Sandwell",FALSE,FALSE,TRUE
"UKG38","UKG","GBR20","GBR","Walsall","Walsall","Walsall","t","Walsall",FALSE,FALSE,TRUE
"UKG39","UKG","GBR20","GBR","Wolverhampton","Wolverhampton","Wolverhampton","t","Wolverhampton",FALSE,FALSE,TRUE
"UKH11","UKH","GBR20","GBR","Peterborough","Peterborough","Peterborough","t","Peterborough",FALSE,FALSE,TRUE
"UKH12","UKH","GBR20","GBR","Cambridgeshire CC","Cambridgeshire CC","Cambridgeshire CC","t","Cambridgeshire CC",FALSE,FALSE,TRUE
"UKH14","UKH","GBR20","GBR","Suffolk","Suffolk","Suffolk","t","Suffolk",FALSE,FALSE,TRUE
"UKH15","UKH","GBR20","GBR","Norwich and East Norfolk","Norwich and East Norfolk","Norwich and East Norfolk","t","Norwich and East Norfolk",FALSE,FALSE,TRUE
"UKH16","UKH","GBR20","GBR","North and West Norfolk","North and West Norfolk","North and West Norfolk","t","North and West Norfolk",FALSE,FALSE,TRUE
"UKH17","UKH","GBR20","GBR","Breckland and South Norfolk","Breckland and South Norfolk","Breckland and South Norfolk","t","Breckland and South Norfolk",FALSE,FALSE,TRUE
"UKH21","UKH","GBR20","GBR","Luton","Luton","Luton","t","Luton",FALSE,FALSE,TRUE
"UKH23","UKH","GBR20","GBR","Hertfordshire","Hertfordshire","Hertfordshire","t","Hertfordshire",FALSE,FALSE,TRUE
"UKH24","UKH","GBR20","GBR","Bedford","Bedford","Bedford","t","Bedford",FALSE,FALSE,TRUE
"UKH25","UKH","GBR20","GBR","Central Bedfordshire","Central Bedfordshire","Central Bedfordshire","t","Central Bedfordshire",FALSE,FALSE,TRUE
"UKH31","UKH","GBR20","GBR","Southend-on-Sea","Southend-on-Sea","Southend-on-Sea","t","Southend-on-Sea",FALSE,FALSE,TRUE
"UKH32","UKH","GBR20","GBR","Thurrock","Thurrock","Thurrock","t","Thurrock",FALSE,FALSE,TRUE
"UKH34","UKH","GBR20","GBR","Essex Haven Gateway","Essex Haven Gateway","Essex Haven Gateway","t","Essex Haven Gateway",FALSE,FALSE,TRUE
"UKH35","UKH","GBR20","GBR","West Essex","West Essex","West Essex","t","West Essex",FALSE,FALSE,TRUE
"UKH36","UKH","GBR20","GBR","Heart of Essex","Heart of Essex","Heart of Essex","t","Heart of Essex",FALSE,FALSE,TRUE
"UKH37","UKH","GBR20","GBR","Essex Thames Gateway","Essex Thames Gateway","Essex Thames Gateway","t","Essex Thames Gateway",FALSE,FALSE,TRUE
"UKI31","UKI","GBR20","GBR","Camden and City of London","Camden and City of London","Camden and City of London","t","Camden and City of London",FALSE,FALSE,TRUE
"UKI32","UKI","GBR20","GBR","Westminster","Westminster","Westminster","t","Westminster",FALSE,FALSE,TRUE
"UKI33","UKI","GBR20","GBR","Kensington & Chelsea and Hammersmith & Fulham","Kensington & Chelsea and Hammersmith & Fulham","Kensington & Chelsea and Hammersmith & Fulham","t","Kensington & Chelsea and Hammersmith & Fulham",FALSE,FALSE,TRUE
"UKI34","UKI","GBR20","GBR","Wandsworth","Wandsworth","Wandsworth","t","Wandsworth",FALSE,FALSE,TRUE
"UKI41","UKI","GBR20","GBR","Hackney and Newham","Hackney and Newham","Hackney and Newham","t","Hackney and Newham",FALSE,FALSE,TRUE
"UKI42","UKI","GBR20","GBR","Tower Hamlets","Tower Hamlets","Tower Hamlets","t","Tower Hamlets",FALSE,FALSE,TRUE
"UKI43","UKI","GBR20","GBR","Haringey and Islington","Haringey and Islington","Haringey and Islington","t","Haringey and Islington",FALSE,FALSE,TRUE
"UKI44","UKI","GBR20","GBR","Lewisham and Southwark","Lewisham and Southwark","Lewisham and Southwark","t","Lewisham and Southwark",FALSE,FALSE,TRUE
"UKI45","UKI","GBR20","GBR","Lambeth","Lambeth","Lambeth","t","Lambeth",FALSE,FALSE,TRUE
"UKI51","UKI","GBR20","GBR","Bexley and Greenwich","Bexley and Greenwich","Bexley and Greenwich","t","Bexley and Greenwich",FALSE,FALSE,TRUE
"UKI52","UKI","GBR20","GBR","Barking & Dagenham and Havering","Barking & Dagenham and Havering","Barking & Dagenham and Havering","t","Barking & Dagenham and Havering",FALSE,FALSE,TRUE
"UKI53","UKI","GBR20","GBR","Redbridge and Waltham Forest","Redbridge and Waltham Forest","Redbridge and Waltham Forest","t","Redbridge and Waltham Forest",FALSE,FALSE,TRUE
"UKI54","UKI","GBR20","GBR","Enfield","Enfield","Enfield","t","Enfield",FALSE,FALSE,TRUE
"UKI61","UKI","GBR20","GBR","Bromley","Bromley","Bromley","t","Bromley",FALSE,FALSE,TRUE
"UKI62","UKI","GBR20","GBR","Croydon","Croydon","Croydon","t","Croydon",FALSE,FALSE,TRUE
"UKI63","UKI","GBR20","GBR","Merton, Kingston upon Thames and Sutton","Merton, Kingston upon Thames and Sutton","Merton, Kingston upon Thames and Sutton","t","Merton, Kingston upon Thames and Sutton",FALSE,FALSE,TRUE
"UKI71","UKI","GBR20","GBR","Barnet","Barnet","Barnet","t","Barnet",FALSE,FALSE,TRUE
"UKI72","UKI","GBR20","GBR","Brent","Brent","Brent","t","Brent",FALSE,FALSE,TRUE
"UKI73","UKI","GBR20","GBR","Ealing","Ealing","Ealing","t","Ealing",FALSE,FALSE,TRUE
"UKI74","UKI","GBR20","GBR","Harrow and Hillingdon","Harrow and Hillingdon","Harrow and Hillingdon","t","Harrow and Hillingdon",FALSE,FALSE,TRUE
"UKI75","UKI","GBR20","GBR","Hounslow and Richmond upon Thames","Hounslow and Richmond upon Thames","Hounslow and Richmond upon Thames","t","Hounslow and Richmond upon Thames",FALSE,FALSE,TRUE
"UKJ11","UKJ","GBR20","GBR","Berkshire","Berkshire","Berkshire","t","Berkshire",FALSE,FALSE,TRUE
"UKJ12","UKJ","GBR20","GBR","Milton Keynes","Milton Keynes","Milton Keynes","t","Milton Keynes",FALSE,FALSE,TRUE
"UKJ13","UKJ","GBR20","GBR","Buckinghamshire CC","Buckinghamshire CC","Buckinghamshire CC","t","Buckinghamshire CC",FALSE,FALSE,TRUE
"UKJ14","UKJ","GBR20","GBR","Oxfordshire","Oxfordshire","Oxfordshire","t","Oxfordshire",FALSE,FALSE,TRUE
"UKJ21","UKJ","GBR20","GBR","Brighton and Hove","Brighton and Hove","Brighton and Hove","t","Brighton and Hove",FALSE,FALSE,TRUE
"UKJ22","UKJ","GBR20","GBR","East Sussex CC","East Sussex CC","East Sussex CC","t","East Sussex CC",FALSE,FALSE,TRUE
"UKJ25","UKJ","GBR20","GBR","West Surrey","West Surrey","West Surrey","t","West Surrey",FALSE,FALSE,TRUE
"UKJ26","UKJ","GBR20","GBR","East Surrey","East Surrey","East Surrey","t","East Surrey",FALSE,FALSE,TRUE
"UKJ27","UKJ","GBR20","GBR","West Sussex (South West)","West Sussex (South West)","West Sussex (South West)","t","West Sussex (South West)",FALSE,FALSE,TRUE
"UKJ28","UKJ","GBR20","GBR","West Sussex (North East)","West Sussex (North East)","West Sussex (North East)","t","West Sussex (North East)",FALSE,FALSE,TRUE
"UKJ31","UKJ","GBR20","GBR","Portsmouth","Portsmouth","Portsmouth","t","Portsmouth",FALSE,FALSE,TRUE
"UKJ32","UKJ","GBR20","GBR","Southampton","Southampton","Southampton","t","Southampton",FALSE,FALSE,TRUE
"UKJ34","UKJ","GBR20","GBR","Isle of Wight","Isle of Wight","Isle of Wight","t","Isle of Wight",FALSE,FALSE,TRUE
"UKJ35","UKJ","GBR20","GBR","South Hampshire","South Hampshire","South Hampshire","t","South Hampshire",FALSE,FALSE,TRUE
"UKJ36","UKJ","GBR20","GBR","Central Hampshire","Central Hampshire","Central Hampshire","t","Central Hampshire",FALSE,FALSE,TRUE
"UKJ37","UKJ","GBR20","GBR","North Hampshire","North Hampshire","North Hampshire","t","North Hampshire",FALSE,FALSE,TRUE
"UKJ41","UKJ","GBR20","GBR","Medway","Medway","Medway","t","Medway",FALSE,FALSE,TRUE
"UKJ43","UKJ","GBR20","GBR","Kent Thames Gateway","Kent Thames Gateway","Kent Thames Gateway","t","Kent Thames Gateway",FALSE,FALSE,TRUE
"UKJ44","UKJ","GBR20","GBR","East Kent","East Kent","East Kent","t","East Kent",FALSE,FALSE,TRUE
"UKJ45","UKJ","GBR20","GBR","Mid Kent","Mid Kent","Mid Kent","t","Mid Kent",FALSE,FALSE,TRUE
"UKJ46","UKJ","GBR20","GBR","West Kent","West Kent","West Kent","t","West Kent",FALSE,FALSE,TRUE
"UKK11","UKK","GBR20","GBR","Bristol, City of","Bristol, City of","Bristol, City of","t","Bristol, City of",FALSE,FALSE,TRUE
"UKK12","UKK","GBR20","GBR","Bath and North East Somerset, North Somerset and South Gloucestershire","Bath and North East Somerset, North Somerset and South Gloucestershire","Bath and North East Somerset, North Somerset and South Gloucestershire","t","Bath and North East Somerset, North Somerset and South Gloucestershire",FALSE,FALSE,TRUE
"UKK13","UKK","GBR20","GBR","Gloucestershire","Gloucestershire","Gloucestershire","t","Gloucestershire",FALSE,FALSE,TRUE
"UKK14","UKK","GBR20","GBR","Swindon","Swindon","Swindon","t","Swindon",FALSE,FALSE,TRUE
"UKK15","UKK","GBR20","GBR","Wiltshire CC","Wiltshire CC","Wiltshire CC","t","Wiltshire CC",FALSE,FALSE,TRUE
"UKK21","UKK","GBR20","GBR","Bournemouth and Poole","Bournemouth and Poole","Bournemouth and Poole","t","Bournemouth and Poole",FALSE,FALSE,TRUE
"UKK22","UKK","GBR20","GBR","Dorset CC","Dorset CC","Dorset CC","t","Dorset CC",FALSE,FALSE,TRUE
"UKK23","UKK","GBR20","GBR","Somerset","Somerset","Somerset","t","Somerset",FALSE,FALSE,TRUE
"UKK30","UKK","GBR20","GBR","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","t","Cornwall and Isles of Scilly",FALSE,FALSE,TRUE
"UKK41","UKK","GBR20","GBR","Plymouth","Plymouth","Plymouth","t","Plymouth",FALSE,FALSE,TRUE
"UKK42","UKK","GBR20","GBR","Torbay","Torbay","Torbay","t","Torbay",FALSE,FALSE,TRUE
"UKK43","UKK","GBR20","GBR","Devon CC","Devon CC","Devon CC","t","Devon CC",FALSE,FALSE,TRUE
"UKL11","UKL","GBR20","GBR","Isle of Anglesey","Isle of Anglesey","Isle of Anglesey","t","Isle of Anglesey",FALSE,FALSE,TRUE
"UKL12","UKL","GBR20","GBR","Gwynedd","Gwynedd","Gwynedd","t","Gwynedd",FALSE,FALSE,TRUE
"UKL13","UKL","GBR20","GBR","Conwy and Denbighshire","Conwy and Denbighshire","Conwy and Denbighshire","t","Conwy and Denbighshire",FALSE,FALSE,TRUE
"UKL14","UKL","GBR20","GBR","South West Wales","South West Wales","South West Wales","t","South West Wales",FALSE,FALSE,TRUE
"UKL15","UKL","GBR20","GBR","Central Valleys","Central Valleys","Central Valleys","t","Central Valleys",FALSE,FALSE,TRUE
"UKL16","UKL","GBR20","GBR","Gwent Valleys","Gwent Valleys","Gwent Valleys","t","Gwent Valleys",FALSE,FALSE,TRUE
"UKL17","UKL","GBR20","GBR","Bridgend and Neath Port Talbot","Bridgend and Neath Port Talbot","Bridgend and Neath Port Talbot","t","Bridgend and Neath Port Talbot",FALSE,FALSE,TRUE
"UKL18","UKL","GBR20","GBR","Swansea","Swansea","Swansea","t","Swansea",FALSE,FALSE,TRUE
"UKL21","UKL","GBR20","GBR","Monmouthshire and Newport","Monmouthshire and Newport","Monmouthshire and Newport","t","Monmouthshire and Newport",FALSE,FALSE,TRUE
"UKL22","UKL","GBR20","GBR","Cardiff and Vale of Glamorgan","Cardiff and Vale of Glamorgan","Cardiff and Vale of Glamorgan","t","Cardiff and Vale of Glamorgan",FALSE,FALSE,TRUE
"UKL23","UKL","GBR20","GBR","Flintshire and Wrexham","Flintshire and Wrexham","Flintshire and Wrexham","t","Flintshire and Wrexham",FALSE,FALSE,TRUE
"UKL24","UKL","GBR20","GBR","Powys","Powys","Powys","t","Powys",FALSE,FALSE,TRUE
"UKM50","UKM","GBR20","GBR","Aberdeen City and Aberdeenshire","Aberdeen City and Aberdeenshire","Aberdeen City and Aberdeenshire","t","Aberdeen City and Aberdeenshire",FALSE,FALSE,TRUE
"UKM61","UKM","GBR20","GBR","Caithness & Sutherland and Ross & Cromarty","Caithness & Sutherland and Ross & Cromarty","Caithness & Sutherland and Ross & Cromarty","t","Caithness & Sutherland and Ross & Cromarty",FALSE,FALSE,TRUE
"UKM62","UKM","GBR20","GBR","Inverness & Nairn and Moray, Badenoch & Strathspey","Inverness & Nairn and Moray, Badenoch & Strathspey","Inverness & Nairn and Moray, Badenoch & Strathspey","t","Inverness & Nairn and Moray, Badenoch & Strathspey",FALSE,FALSE,TRUE
"UKM63","UKM","GBR20","GBR","Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute","Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute","Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute","t","Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",FALSE,FALSE,TRUE
"UKM64","UKM","GBR20","GBR","Na h-Eileanan Siar (Western Isles)","Eilean Siar (Western Isles)","Eilean Siar (Western Isles)","t","Eilean Siar (Western I.)",FALSE,FALSE,TRUE
"UKM65","UKM","GBR20","GBR","Orkney Islands","Orkney Islands","Orkney Islands","t","Orkney I.",FALSE,FALSE,TRUE
"UKM66","UKM","GBR20","GBR","Shetland Islands","Shetland Islands","Shetland Islands","t","Shetland I.",FALSE,FALSE,TRUE
"UKM71","UKM","GBR20","GBR","Angus and Dundee City","Angus and Dundee City","Angus and Dundee City","t","Angus and Dundee City",FALSE,FALSE,TRUE
"UKM72","UKM","GBR20","GBR","Clackmannanshire and Fife","Clackmannanshire and Fife","Clackmannanshire and Fife","t","Clackmannanshire and Fife",FALSE,FALSE,TRUE
"UKM73","UKM","GBR20","GBR","East Lothian and Midlothian","East Lothian and Midlothian","East Lothian and Midlothian","t","East Lothian and Midlothian",FALSE,FALSE,TRUE
"UKM75","UKM","GBR20","GBR","Edinburgh, City of","Edinburgh, City of","Edinburgh, City of","t","Edinburgh, City of",FALSE,FALSE,TRUE
"UKM76","UKM","GBR20","GBR","Falkirk","Falkirk","Falkirk","t","Falkirk",FALSE,FALSE,TRUE
"UKM77","UKM","GBR20","GBR","Perth & Kinross and Stirling","Perth & Kinross and Stirling","Perth & Kinross and Stirling","t","Perth & Kinross and Stirling",FALSE,FALSE,TRUE
"UKM78","UKM","GBR20","GBR","West Lothian","West Lothian","West Lothian","t","West Lothian",FALSE,FALSE,TRUE
"UKM81","UKM","GBR20","GBR","East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond","East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond","East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond","t","East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",FALSE,FALSE,TRUE
"UKM82","UKM","GBR20","GBR","Glasgow City","Glasgow City","Glasgow City","t","Glasgow City",FALSE,FALSE,TRUE
"UKM83","UKM","GBR20","GBR","Inverclyde, East Renfrewshire and Renfrewshire","Inverclyde, East Renfrewshire and Renfrewshire","Inverclyde, East Renfrewshire and Renfrewshire","t","Inverclyde, East Renfrewshire and Renfrewshire",FALSE,FALSE,TRUE
"UKM84","UKM","GBR20","GBR","North Lanarkshire","North Lanarkshire","North Lanarkshire","t","North Lanarkshire",FALSE,FALSE,TRUE
"UKM91","UKM","GBR20","GBR","Scottish Borders","Scottish Borders","Scottish Borders","t","Scottish Borders",FALSE,FALSE,TRUE
"UKM92","UKM","GBR20","GBR","Dumfries & Galloway","Dumfries & Galloway","Dumfries & Galloway","t","Dumfries & Galloway",FALSE,FALSE,TRUE
"UKM93","UKM","GBR20","GBR","East Ayrshire and North Ayrshire mainland","East Ayrshire and North Ayrshire mainland","East Ayrshire and North Ayrshire mainland","t","East Ayrshire and North Ayrshire mainland",FALSE,FALSE,TRUE
"UKM94","UKM","GBR20","GBR","South Ayrshire","South Ayrshire","South Ayrshire","t","South Ayrshire",FALSE,FALSE,TRUE
"UKM95","UKM","GBR20","GBR","South Lanarkshire","South Lanarkshire","South Lanarkshire","t","South Lanarkshire",FALSE,FALSE,TRUE
"UKN06","UKN","GBR20","GBR","Belfast","Belfast","Belfast","t","Belfast",FALSE,FALSE,TRUE
"UKN07","UKN","GBR20","GBR","Armagh City, Banbridge and Craigavon","Armagh City, Banbridge and Craigavon","Armagh City, Banbridge and Craigavon","t","Armagh City, Banbridge and Craigavon",FALSE,FALSE,TRUE
"UKN08","UKN","GBR20","GBR","Newry, Mourne and Down","Newry, Mourne and Down","Newry, Mourne and Down","t","Newry, Mourne and Down",FALSE,FALSE,TRUE
"UKN09","UKN","GBR20","GBR","Ards and North Down","Ards and North Down","Ards and North Down","t","Ards and North Down",FALSE,FALSE,TRUE
"UKN10","UKN","GBR20","GBR","Derry City and Strabane","Derry City and Strabane","Derry City and Strabane","t","Derry City and Strabane",FALSE,FALSE,TRUE
"UKN11","UKN","GBR20","GBR","Mid Ulster","Mid Ulster","Mid Ulster","t","Mid Ulster",FALSE,FALSE,TRUE
"UKN12","UKN","GBR20","GBR","Causeway Coast and Glens","Causeway Coast and Glens","Causeway Coast and Glens","t","Causeway Coast and Glens",FALSE,FALSE,TRUE
"UKN13","UKN","GBR20","GBR","Antrim and Newtownabbey","Antrim and Newtownabbey","Antrim and Newtownabbey","t","Antrim and Newtownabbey",FALSE,FALSE,TRUE
"UKN14","UKN","GBR20","GBR","Lisburn and Castlereagh","Lisburn and Castlereagh","Lisburn and Castlereagh","t","Lisburn and Castlereagh",FALSE,FALSE,TRUE
"UKN15","UKN","GBR20","GBR","Mid and East Antrim","Mid and East Antrim","Mid and East Antrim","t","Mid and East Antrim",FALSE,FALSE,TRUE
"UKN16","UKN","GBR20","GBR","Fermanagh and Omagh","Fermanagh and Omagh","Fermanagh and Omagh","t","Fermanagh and Omagh",FALSE,FALSE,TRUE
"US001","999","USA92","USA","Aberdeen, SD","Aberdeen, SD","Aberdeen, SD","t","Aberdeen, SD",FALSE,FALSE,FALSE
"US002","999","USA92","USA","Abilene, TX","Abilene, TX","Abilene, TX","t","Abilene, TX",FALSE,FALSE,FALSE
"US003","999","USA92","USA","Albany, GA","Albany, GA","Albany, GA","t","Albany, GA",FALSE,FALSE,FALSE
"US004","999","USA92","USA","Albany-Schenectady-Amsterdam, NY","Albany-Schenectady-Amsterdam, NY","Albany-Schenectady-Amsterdam, NY","t","Albany-Schenectady-Amsterdam, NY",FALSE,FALSE,FALSE
"US005","999","USA92","USA","Albuquerque, NM","Albuquerque, NM","Albuquerque, NM","t","Albuquerque, NM",FALSE,FALSE,FALSE
"US006","999","USA92","USA","Alpena, MI","Alpena, MI","Alpena, MI","t","Alpena, MI",FALSE,FALSE,FALSE
"US007","999","USA92","USA","Amarillo, TX","Amarillo, TX","Amarillo, TX","t","Amarillo, TX",FALSE,FALSE,FALSE
"US008","999","USA92","USA","Anchorage, AK","Anchorage, AK","Anchorage, AK","t","Anchorage, AK",FALSE,FALSE,FALSE
"US009","999","USA92","USA","Appleton-Oshkosh-Neenah, WI","Appleton-Oshkosh-Neenah, WI","Appleton-Oshkosh-Neenah, WI","t","Appleton-Oshkosh-Neenah, WI",FALSE,FALSE,FALSE
"US010","999","USA92","USA","Asheville-Brevard, NC","Asheville-Brevard, NC","Asheville-Brevard, NC","t","Asheville-Brevard, NC",FALSE,FALSE,FALSE
