date,treated_levels,synthetic_levels,is_pre,is_post,left_out_donor
2019-01-01,520.0,615.3142975775932,1,0,CL->CA
2019-02-01,671.0,658.9269301740633,1,0,CL->CA
2019-03-01,938.0,914.258316605521,1,0,CL->CA
2019-04-01,667.0,719.4488566375086,1,0,CL->CA
2019-05-01,684.0,729.7159828325423,1,0,CL->CA
2019-06-01,928.0,881.5734614163235,1,0,CL->CA
2019-07-01,974.0,1046.4563148862987,1,0,CL->CA
2019-08-01,1111.0,1072.0211743123346,1,0,CL->CA
2019-09-01,701.0,720.6046662023454,1,0,CL->CA
2019-10-01,664.0,685.5013336702325,1,0,CL->CA
2019-11-01,714.0,741.7916793896243,1,0,CL->CA
2019-12-01,959.0,1058.301707979526,1,0,CL->CA
2020-01-01,901.0,825.9618881081833,1,0,CL->CA
2020-02-01,1159.0,1173.9882616927196,1,0,CL->CA
2020-03-01,1093.0,993.3557686996544,1,0,CL->CA
2020-04-01,329.0,366.02920762768866,1,0,CL->CA
2020-05-01,281.0,265.4956529260682,1,0,CL->CA
2020-06-01,177.0,223.36220457521358,1,0,CL->CA
2020-07-01,140.0,194.97096859931554,1,0,CL->CA
2020-08-01,258.0,285.46001845855244,1,0,CL->CA
2020-09-01,386.0,403.92041839175715,1,0,CL->CA
2020-10-01,577.0,564.4588775196494,1,0,CL->CA
2020-11-01,852.0,792.7163312730279,1,0,CL->CA
2020-12-01,938.0,905.1224893979614,1,0,CL->CA
2021-01-01,906.0,807.6563391175978,0,1,CL->CA
2021-02-01,1361.0,828.4485154519135,0,1,CL->CA
2021-03-01,1680.0,831.8121093766603,0,1,CL->CA
2021-04-01,872.0,526.0440502282779,0,1,CL->CA
2021-05-01,1565.0,617.2204649593942,0,1,CL->CA
2021-06-01,1908.0,607.1527739554693,0,1,CL->CA
2021-07-01,3240.0,788.7496964234548,0,1,CL->CA
2021-08-01,3814.0,1015.3030195371907,0,1,CL->CA
2021-09-01,8111.0,1647.2975271558416,0,1,CL->CA
2021-10-01,6029.0,1356.1307846213563,0,1,CL->CA
2021-11-01,3946.0,1064.408028843135,0,1,CL->CA
2021-12-01,2772.0,676.7229556299148,0,1,CL->CA
2022-01-01,4071.0,858.0728301016404,0,1,CL->CA
2022-02-01,3265.0,774.1024755572801,0,1,CL->CA
2022-03-01,3329.0,840.6785030150024,0,1,CL->CA
2022-04-01,3116.0,909.4838310919246,0,1,CL->CA
2022-05-01,3166.0,931.898538310181,0,1,CL->CA
2022-06-01,2715.0,763.3976962016178,0,1,CL->CA
2022-07-01,2819.0,784.514173250369,0,1,CL->CA
2022-08-01,3578.0,1161.746587979634,0,1,CL->CA
2022-09-01,4325.0,1236.5995239234305,0,1,CL->CA
2022-10-01,5684.0,1399.7187767863902,0,1,CL->CA
2022-11-01,3640.0,796.6710101601753,0,1,CL->CA
2022-12-01,5488.0,1056.878398416078,0,1,CL->CA
