date,treated_levels,synthetic_levels,is_pre,is_post
2019-01-01,520.0,971.2157609126926,1,0
2019-02-01,671.0,880.5301933752969,1,0
2019-03-01,938.0,1041.4368065398035,1,0
2019-04-01,667.0,842.3242851719987,1,0
2019-05-01,684.0,1003.684408900542,1,0
2019-06-01,928.0,1398.5565298235827,1,0
2019-07-01,974.0,1612.8132234087916,1,0
2019-08-01,1111.0,1716.9296002246886,1,0
2019-09-01,701.0,1265.0301270583896,1,0
2019-10-01,664.0,934.6701334407163,1,0
2019-11-01,714.0,850.1394041621342,1,0
2019-12-01,959.0,1052.2396892757245,1,0
2020-01-01,901.0,961.7146509377135,1,0
2020-02-01,1159.0,1216.5440697975257,1,0
2020-03-01,1093.0,1027.9821945948388,1,0
2020-04-01,329.0,291.1426480984111,1,0
2020-05-01,281.0,283.93414927395645,1,0
2020-06-01,177.0,322.14515158173737,1,0
2020-07-01,140.0,255.68441939686662,1,0
2020-08-01,258.0,445.5213321375312,1,0
2020-09-01,386.0,592.6421167208506,1,0
2020-10-01,577.0,581.2117805535311,1,0
2020-11-01,852.0,723.0011208178605,1,0
2020-12-01,938.0,604.0790082255061,1,0
2021-01-01,906.0,476.7796517617878,0,1
2021-02-01,1361.0,763.4317677172991,0,1
2021-03-01,1680.0,867.2333397419495,0,1
2021-04-01,872.0,517.0174128161343,0,1
2021-05-01,1565.0,781.2215601596364,0,1
2021-06-01,1908.0,674.1027100147728,0,1
2021-07-01,3240.0,807.8384332216875,0,1
2021-08-01,3814.0,1297.8609903591112,0,1
2021-09-01,8111.0,2309.963814765848,0,1
2021-10-01,6029.0,1985.5222780781949,0,1
2021-11-01,3946.0,1661.0789805086827,0,1
2021-12-01,2772.0,1104.3018541482404,0,1
2022-01-01,4071.0,1620.738496321952,0,1
2022-02-01,3265.0,1608.9802173596456,0,1
2022-03-01,3329.0,1772.9453808485957,0,1
2022-04-01,3116.0,1826.041846519398,0,1
2022-05-01,3166.0,2194.5876779517557,0,1
2022-06-01,2715.0,2006.1482325674835,0,1
2022-07-01,2819.0,2374.587327555124,0,1
2022-08-01,3578.0,3357.9642223046494,0,1
2022-09-01,4325.0,2931.728060698822,0,1
2022-10-01,5684.0,2965.3854797795716,0,1
2022-11-01,3640.0,1856.2626625916128,0,1
2022-12-01,5488.0,2454.7481860093103,0,1
