date,share,pretrend_projection,is_pre,is_post,beta_post,p_post,beta_trend,p_trend
2020-06-01,0.0038015463917525773,0.005099092110960391,1,0,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2020-07-01,0.00335973122150228,0.005175870688317012,1,0,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2020-08-01,0.003921449416342412,0.005252649265673632,1,0,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2020-09-01,0.003823296354992076,0.0053294278430302535,1,0,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2020-10-01,0.0050276652289461075,0.005406206420386874,1,0,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2020-11-01,0.0062956285283598855,0.005482984997743494,1,0,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2020-12-01,0.007321547047574445,0.005559763575100116,1,0,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2021-01-01,0.008152467336140806,0.005636542152456736,0,1,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2021-02-01,0.008800460391462065,0.0057133207298133565,0,1,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2021-03-01,0.009205933443293094,0.005790099307169978,0,1,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2021-04-01,0.00716492473542365,0.005866877884526598,0,1,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2021-05-01,0.00841411420614311,0.005943656461883219,0,1,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2021-06-01,0.009755199705503405,0.00602043503923984,0,1,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2021-07-01,0.012752140116107449,0.00609721361659646,0,1,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2021-08-01,0.014769721683299061,0.006173992193953081,0,1,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2021-09-01,0.024297816761329596,0.006250770771309701,0,1,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2021-10-01,0.019568131436565044,0.006327549348666322,0,1,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2021-11-01,0.013973186778943193,0.006404327926022943,0,1,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2021-12-01,0.01359810058277574,0.006481106503379563,0,1,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2022-01-01,0.013872796913975709,0.0065578850807361845,0,1,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2022-02-01,0.01197686063189403,0.006634663658092805,0,1,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2022-03-01,0.011293972363863359,0.006711442235449425,0,1,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2022-04-01,0.009658242051167606,0.006788220812806047,0,1,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2022-05-01,0.00829581959867728,0.006864999390162667,0,1,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2022-06-01,0.008047114894424223,0.0069417779675192874,0,1,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2022-07-01,0.008933494742579717,0.007018556544875909,0,1,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2022-08-01,0.009790106465355664,0.007095335122232529,0,1,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2022-09-01,0.01222735818384858,0.0071721136995891496,0,1,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2022-10-01,0.013106256600397522,0.007248892276945771,0,1,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2022-11-01,0.011970652170338434,0.007325670854302391,0,1,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
2022-12-01,0.012635437244148513,0.007402449431659012,0,1,0.005744127781388631,0.02944264828175944,5.5829520542281504e-05,0.4457332596996455
