date,gap_model_scale,gap_levels,is_pre,is_post
2019-01-01,-0.1288961126121908,-71.67498003649075,1,0
2019-02-01,0.0325996436368543,21.553729774506337,1,0
2019-03-01,0.03293365106335422,30.421011295960284,1,0
2019-04-01,-0.09958341639988522,-69.94669274335013,1,0
2019-05-01,-0.020318157077069188,-14.060293520947766,1,0
2019-06-01,0.0964473797089509,85.41441657878738,1,0
2019-07-01,0.04122254045990026,39.37483592499245,1,0
2019-08-01,0.0874355935051323,93.09899299500114,1,0
2019-09-01,-0.04356577117732385,-31.259141738129074,1,0
2019-10-01,-0.05668656284251039,-38.78548681597874,1,0
2019-11-01,-0.05518385109651991,-40.56543825855829,1,0
2019-12-01,-0.11628832713883774,-118.38692064309987,1,0
2020-01-01,0.05513665611711982,48.387055947343924,1,0
2020-02-01,0.037523164369062556,42.72035682160913,1,0
2020-03-01,0.11137298744098079,115.30211877635998,1,0
2020-04-01,-0.07106911855887077,-24.306292830609664,1,0
2020-05-01,0.16700371646497914,43.37259645494922,1,0
2020-06-01,-0.10613499828983652,-19.931012562844586,1,0
2020-07-01,-0.07878477950844864,-11.557972276645472,1,0
2020-08-01,-0.1115251124113179,-30.55729108792491,1,0
2020-09-01,0.010919955709560725,4.203032628571066,1,0
2020-10-01,0.021453449619508014,12.26802759720431,1,0
2020-11-01,0.08422756368786377,68.90359072524132,1,0
2020-12-01,0.10384315360526841,92.6167039632495,1,0
2021-01-01,0.15710646618956936,131.86594861446338,0,1
2021-02-01,0.31096998517316976,364.01374713094367,0,1
2021-03-01,0.6253089024111462,781.5034382360391,0,1
2021-04-01,0.38688635632216606,280.0860970410374,0,1
2021-05-01,0.8178765520501692,874.8178970024766,0,1
2021-06-01,1.117193776521181,1284.381510095029,0,1
2021-07-01,1.3364268573036773,2389.3204459280996,0,1
2021-08-01,1.406824575001827,2880.6310620766885,0,1
2021-09-01,1.6891906534617247,6613.965682985406,0,1
2021-10-01,1.6137649362290158,4829.207116912818,0,1
2021-11-01,1.5014354945696775,3067.5685834485575,0,1
2021-12-01,1.3459576598018979,2051.214945721036,0,1
2022-01-01,1.4841758591213807,3148.9220358759876,0,1
2022-02-01,1.357304638935923,2425.483457329845,0,1
2022-03-01,1.244707799179361,2370.8765602099575,0,1
2022-04-01,1.1205430197631028,2100.5379890098393,0,1
2022-05-01,1.000624359084072,2002.6530074244624,0,1
2022-06-01,1.1772881317834267,1879.1646330851286,0,1
2022-07-01,1.1198237534837707,1899.7287988621174,0,1
2022-08-01,1.0574362835523,2335.8516568700134,0,1
2022-09-01,1.1788976111134044,2995.2459766752527,0,1
2022-10-01,1.2652157968112263,4080.815816627238,0,1
2022-11-01,1.3110869378934673,2659.6524184851473,0,1
2022-12-01,1.3062881895099352,4002.450147005474,0,1
