donor,weight,group
CL->PE,0.24657444868423092,origin
CL->ES,0.23854695584171376,origin
CL->CO,0.19866979295083848,origin
CL->BR,0.19264525169895858,origin
CL->CA,0.12170792432638393,origin
CL->EC,0.0018556264978743654,origin
CL->BO,7.292514000059801e-22,origin
CL->AR,2.3430778583504017e-22,origin
CL->MX,3.283926721974671e-23,origin
CL->VE,0.0,origin
