donor,weight,group
TR->US,0.6784044472245468,destination
NP->US,0.3177752462709717,destination
BD->US,0.0010325508700392996,destination
JM->US,0.0010268737757354051,destination
TW->US,0.000832563026983401,destination
TH->US,0.0006806901216837423,destination
ES->US,0.00024762871003977584,destination
IT->US,0.0,destination
NG->US,0.0,destination
PK->US,0.0,destination
