date,treated_levels,synthetic_origin_levels,synthetic_destination_levels,gap_vs_origin_levels,gap_vs_destination_levels,is_pre,is_post
2019-01-01,520.0,613.9058497743948,971.2157609126926,-93.90584977439482,-451.21576091269264,1,0
2019-02-01,671.0,814.9509557825339,880.5301933752969,-143.95095578253392,-209.5301933752969,1,0
2019-03-01,938.0,871.3337421373767,1041.4368065398035,66.6662578626233,-103.43680653980346,1,0
2019-04-01,667.0,708.3381689840772,842.3242851719987,-41.33816898407724,-175.32428517199867,1,0
2019-05-01,684.0,678.3133584791779,1003.684408900542,5.68664152082215,-319.68440890054205,1,0
2019-06-01,928.0,756.6794106534426,1398.5565298235827,171.32058934655743,-470.55652982358265,1,0
2019-07-01,974.0,710.8438539943317,1612.8132234087916,263.15614600566835,-638.8132234087916,1,0
2019-08-01,1111.0,738.2250017979183,1716.9296002246886,372.77499820208175,-605.9296002246886,1,0
2019-09-01,701.0,742.3045857261354,1265.0301270583896,-41.30458572613543,-564.0301270583896,1,0
2019-10-01,664.0,754.2052081158013,934.6701334407163,-90.20520811580127,-270.6701334407163,1,0
2019-11-01,714.0,856.7604583134349,850.1394041621342,-142.76045831343492,-136.13940416213416,1,0
2019-12-01,959.0,1163.4590838889005,1052.2396892757245,-204.45908388890052,-93.23968927572446,1,0
2020-01-01,901.0,833.7184516087484,961.7146509377135,67.28154839125159,-60.714650937713486,1,0
2020-02-01,1159.0,1251.8671972551886,1216.5440697975257,-92.86719725518856,-57.54406979752571,1,0
2020-03-01,1093.0,1005.0539479454235,1027.9821945948388,87.94605205457651,65.0178054051612,1,0
2020-04-01,329.0,382.5644848872954,291.1426480984111,-53.56448488729541,37.85735190158891,1,0
2020-05-01,281.0,287.4869935007425,283.93414927395645,-6.486993500742528,-2.93414927395645,1,0
2020-06-01,177.0,207.97685128621316,322.14515158173737,-30.97685128621316,-145.14515158173737,1,0
2020-07-01,140.0,173.9975571293537,255.68441939686662,-33.99755712935371,-115.68441939686662,1,0
2020-08-01,258.0,262.80422926468464,445.5213321375312,-4.804229264684636,-187.5213321375312,1,0
2020-09-01,386.0,319.73413887863995,592.6421167208506,66.26586112136005,-206.6421167208506,1,0
2020-10-01,577.0,513.9023295695523,581.2117805535311,63.09767043044769,-4.211780553531071,1,0
2020-11-01,852.0,758.2278976802223,723.0011208178605,93.77210231977767,128.9988791821395,1,0
2020-12-01,938.0,893.7981751357754,604.0790082255061,44.20182486422459,333.9209917744939,1,0
2021-01-01,906.0,835.2183692610391,476.7796517617878,70.78163073896087,429.2203482382122,0,1
2021-02-01,1361.0,801.3560669110161,763.4317677172991,559.6439330889839,597.5682322827009,0,1
2021-03-01,1680.0,724.0355038547235,867.2333397419495,955.9644961452765,812.7666602580505,0,1
2021-04-01,872.0,389.651995439316,517.0174128161343,482.348004560684,354.9825871838657,0,1
2021-05-01,1565.0,379.561149742264,781.2215601596364,1185.438850257736,783.7784398403636,0,1
2021-06-01,1908.0,317.5095482438981,674.1027100147728,1590.490451756102,1233.8972899852272,0,1
2021-07-01,3240.0,365.9790411696191,807.8384332216875,2874.020958830381,2432.1615667783126,0,1
2021-08-01,3814.0,452.1717008549212,1297.8609903591112,3361.8282991450787,2516.1390096408886,0,1
2021-09-01,8111.0,681.1206396876643,2309.963814765848,7429.879360312336,5801.036185234152,0,1
2021-10-01,6029.0,647.0470928716445,1985.5222780781949,5381.952907128356,4043.477721921805,0,1
2021-11-01,3946.0,612.2611119788198,1661.0789805086827,3333.73888802118,2284.9210194913176,0,1
2021-12-01,2772.0,430.8094375330189,1104.3018541482404,2341.190562466981,1667.6981458517596,0,1
2022-01-01,4071.0,628.1638514613891,1620.738496321952,3442.836148538611,2450.261503678048,0,1
2022-02-01,3265.0,573.3447380741231,1608.9802173596456,2691.655261925877,1656.0197826403544,0,1
2022-03-01,3329.0,664.2688119999746,1772.9453808485957,2664.731188000025,1556.0546191514043,0,1
2022-04-01,3116.0,765.2362323627669,1826.041846519398,2350.7637676372333,1289.958153480602,0,1
2022-05-01,3166.0,757.5012782925252,2194.5876779517557,2408.498721707475,971.4123220482443,0,1
2022-06-01,2715.0,501.062944024217,2006.1482325674835,2213.937055975783,708.8517674325165,0,1
2022-07-01,2819.0,529.2084748990696,2374.587327555124,2289.7915251009304,444.4126724448761,0,1
2022-08-01,3578.0,563.5712161642588,3357.9642223046494,3014.4287838357413,220.0357776953506,0,1
2022-09-01,4325.0,464.8653994294682,2931.728060698822,3860.134600570532,1393.271939301178,0,1
2022-10-01,5684.0,853.111440727578,2965.3854797795716,4830.888559272422,2718.6145202204284,0,1
2022-11-01,3640.0,595.1915218617565,1856.2626625916128,3044.8084781382436,1783.7373374083872,0,1
2022-12-01,5488.0,948.1602435770769,2454.7481860093103,4539.8397564229235,3033.2518139906897,0,1
