i,j,k,month,flow_jk,ehat_jk,excess_jk,w_ij,eop_lite,year
AR,US,CL,2021-08-01,145.0,226.1849784094674,-0.35893178663039477,0.006141404118595542,-0.0022043451527067625,2021
AR,US,CL,2021-09-01,228.0,312.8413338165551,-0.27119604938874425,0.006184575832403832,-0.0016772325328930236,2021
AR,US,CL,2021-10-01,187.0,328.15771452933035,-0.43015205274631396,0.006263203101423033,-0.002694129670844198,2021
AR,US,CL,2021-11-01,147.0,295.7268344829964,-0.5029196445530811,0.006332708209391484,-0.0031848433617255438,2021
AR,US,CL,2021-12-01,181.0,264.2812327293203,-0.3151235215200387,0.006287330664133782,-0.001981285779842761,2021
AR,US,CL,2022-01-01,249.0,357.71707932111974,-0.3039191741346107,0.006115649097917428,-0.0018586630231361419,2022
AR,US,CL,2022-02-01,281.0,471.7111737421105,-0.4042964940372057,0.006033573095056003,-0.002439352448848354,2022
AR,US,CL,2022-03-01,233.0,416.6337391912873,-0.4407558052013073,0.005889334430323799,-0.0025957583389371484,2022
AR,US,CL,2022-04-01,332.0,399.4357958699913,-0.1688276227800584,0.0058433832287320625,-0.0009865244994996963,2022
AR,US,CL,2022-05-01,229.0,468.33079471647153,-0.5110293779877595,0.005759821613120515,-0.0029434380562734304,2022
AR,US,CL,2022-06-01,124.0,360.05613476919694,-0.6556092563747415,0.005619333283845341,-0.0036840869155436787,2022
AR,US,CL,2022-07-01,168.0,350.4521776264764,-0.5206193291825968,0.005500182275901905,-0.0028635012068620584,2022
AR,US,CL,2022-08-01,259.0,364.07667978134083,-0.28861139868790375,0.005409969539285054,-0.0015613788755920136,2022
AR,US,CL,2022-09-01,260.0,388.94093313680446,-0.3315180330774064,0.0053090325372866344,-0.0017600400243052174,2022
AR,US,CL,2022-10-01,282.0,519.6761384670294,-0.45735434220270377,0.005136437595860984,-0.0023491720379202373,2022
AR,US,CL,2022-11-01,224.0,385.83407529082655,-0.41943956134211935,0.004902255243660003,-0.0020561997889878563,2022
AR,US,CL,2022-12-01,272.0,463.2531569431097,-0.41284803800397357,0.004781339149720792,-0.001973966486993816,2022
AR,US,CO,2019-01-01,1292.0,1364.3223748600435,-0.053009740361007106,0.005397601213301279,-0.0002861254388893577,2019
