"tl2_id","tl1_id","iso3","name_or","name_en","name_fr","continenta","reg_name_p","EU","EEA","mapineq"
"JPD","JPN80","JPN","Southern-Kanto","Southern-Kanto","Southern-Kanto","t","S.-Kanto",FALSE,FALSE,FALSE
"JPE","JPN80","JPN","Hokuriku","Hokuriku","Hokuriku","t","Hokuriku",FALSE,FALSE,FALSE
"JPF","JPN80","JPN","Toukai","Toukai","Toukai","t","Toukai",FALSE,FALSE,FALSE
"JPG","JPN80","JPN","Kansai region","Kinki","Kinki","t","Kansai",FALSE,FALSE,FALSE
"JPH","JPN80","JPN","Chugoku","Chugoku","Chugoku","t","Chugoku",FALSE,FALSE,FALSE
"JPI","JPN80","JPN","Shikoku","Shikoku","Shikoku","t","Shikoku",FALSE,FALSE,FALSE
"JPJ","JPN80","JPN","Kyushu, Okinawa","Kyushu, Okinawa","Kyushu, Okinawa","t","Kyushu, Okinawa",FALSE,FALSE,FALSE
"KR01","KOR62","KOR","Capital Region","Capital Region","Capital Region","t","Seoul Region",FALSE,FALSE,FALSE
"KR02","KOR62","KOR","Gyeongnam Region","Gyeongnam Region","Gyeongnam Region","t","Gyeongnam",FALSE,FALSE,FALSE
"KR03","KOR62","KOR","Gyeongbuk Region","Gyeongbuk Region","Gyeongbuk Region","t","Gyeongbuk",FALSE,FALSE,FALSE
"KR04","KOR62","KOR","Jeolla Region","Jeolla Region","Jeolla Region","t","Jeolla",FALSE,FALSE,FALSE
"KR05","KOR62","KOR","Chungcheong Region","Chungcheong Region","Chungcheong Region","t","Chungcheong",FALSE,FALSE,FALSE
"KR06","KOR62","KOR","Gangwon Region","Gangwon Region","Gangwon Region","t","Gangwon",FALSE,FALSE,FALSE
"KR07","KOR62","KOR","Jeju","Jeju","Jeju","t","Jeju",FALSE,FALSE,FALSE
"LI00","LIE28","LIE","Liechtenstein","Liechtenstein","Liechtenstein","f","Liechtenstein",FALSE,TRUE,TRUE
"LT01","LTU10","LTU","Sostines regionas","Vilnius Region","Capital Region","f","Vilnius",TRUE,TRUE,TRUE
"LT02","LTU10","LTU","Vidurio ir vakaru Lietuvos regionas","Central and Western Lithuania","Central and Western Lithuania","f","Centre and West",TRUE,TRUE,TRUE
"LU00","LUX19","LUX","Luxembourg","Luxembourg","Luxembourg","f","Luxembourg",TRUE,TRUE,TRUE
"LV00","LVA5","LVA","Latvija","Latvia","Lettonie","f","Latvia",TRUE,TRUE,TRUE
"ME00","MNE40","MNE","Montenegro","Montenegro","Monténégro","f","Montenegro",FALSE,FALSE,FALSE
"ME01","MEX111","MEX","Aguascalientes","Aguascalientes","Aguascalientes","t","Aguacalientes",FALSE,FALSE,FALSE
"ME02","MEX111","MEX","Baja California Norte","Baja California Norte","Baja California Norte","t","Baja California",FALSE,FALSE,FALSE
"ME03","MEX111","MEX","Baja California Sur","Baja California Sur","Baja California Sur","t","Baja California S.",FALSE,FALSE,FALSE
"ME04","MEX111","MEX","Campeche","Campeche","Campeche","t","Campeche",FALSE,FALSE,FALSE
"ME05","MEX111","MEX","Coahuila","Coahuila","Coahuila","t","Coahuila",FALSE,FALSE,FALSE
"ME06","MEX111","MEX","Colima","Colima","Colima","t","Colima",FALSE,FALSE,FALSE
"ME07","MEX111","MEX","Chiapas","Chiapas","Chiapas","t","Chiapas",FALSE,FALSE,FALSE
"ME08","MEX111","MEX","Chihuahua","Chihuahua","Chihuahua","t","Chihuahua",FALSE,FALSE,FALSE
"ME09","MEX111","MEX","Ciudad de México","City of Mexico","Ville de Mexico","t","Mexico City",FALSE,FALSE,FALSE
"ME10","MEX111","MEX","Durango","Durango","Durango","t","Durango",FALSE,FALSE,FALSE
"ME11","MEX111","MEX","Guanajuato","Guanajuato","Guanajuato","t","Guanajuato",FALSE,FALSE,FALSE
"ME12","MEX111","MEX","Guerrero","Guerrero","Guerrero","t","Guerrero",FALSE,FALSE,FALSE
"ME13","MEX111","MEX","Hidalgo","Hidalgo","Hidalgo","t","Hidalgo",FALSE,FALSE,FALSE
"ME14","MEX111","MEX","Jalisco","Jalisco","Jalisco","t","Jalisco",FALSE,FALSE,FALSE
"ME15","MEX111","MEX","Mexico","Mexico","Mexico","t","Edo. Mexico",FALSE,FALSE,FALSE
"ME16","MEX111","MEX","Michoacan","Michoacan","Michoacan","t","Michoacan",FALSE,FALSE,FALSE
"ME17","MEX111","MEX","Morelos","Morelos","Morelos","t","Morelos",FALSE,FALSE,FALSE
"ME18","MEX111","MEX","Nayarit","Nayarit","Nayarit","t","Nayarit",FALSE,FALSE,FALSE
"ME19","MEX111","MEX","Nuevo Leon","Nuevo Leon","Nuevo Leon","t","Nuevo Leon",FALSE,FALSE,FALSE
"ME20","MEX111","MEX","Oaxaca","Oaxaca","Oaxaca","t","Oaxaca",FALSE,FALSE,FALSE
"ME21","MEX111","MEX","Puebla","Puebla","Puebla","t","Puebla",FALSE,FALSE,FALSE
"ME22","MEX111","MEX","Queretaro","Queretaro","Queretaro","t","Queretaro",FALSE,FALSE,FALSE
"ME23","MEX111","MEX","Quintana Roo","Quintana Roo","Quintana Roo","t","Quintana Roo",FALSE,FALSE,FALSE
"ME24","MEX111","MEX","San Luis Potosi","San Luis Potosi","San Luis Potosi","t","San Luis Potosi",FALSE,FALSE,FALSE
"ME25","MEX111","MEX","Sinaloa","Sinaloa","Sinaloa","t","Sinaloa",FALSE,FALSE,FALSE
"ME26","MEX111","MEX","Sonora","Sonora","Sonora","t","Sonora",FALSE,FALSE,FALSE
"ME27","MEX111","MEX","Tabasco","Tabasco","Tabasco","t","Tabasco",FALSE,FALSE,FALSE
"ME28","MEX111","MEX","Tamaulipas","Tamaulipas","Tamaulipas","t","Tamaulipas",FALSE,FALSE,FALSE
"ME29","MEX111","MEX","Tlaxcala","Tlaxcala","Tlaxcala","t","Tlaxcala",FALSE,FALSE,FALSE
"ME30","MEX111","MEX","Veracruz","Veracruz","Veracruz","t","Veracruz",FALSE,FALSE,FALSE
"ME31","MEX111","MEX","Yucatan","Yucatan","Yucatan","t","Yucatan",FALSE,FALSE,FALSE
"ME32","MEX111","MEX","Zacatecas","Zacatecas","Zacatecas","t","Zacatecas",FALSE,FALSE,FALSE
"MK00","MKD46","MKD","Severna Makedonija","North Macedonia","Macédoine (l'ex République yougoslave de)","f","North Macedonia",FALSE,FALSE,FALSE
"MT00","MLT56","MLT","Malta","Malta","Malte","f","Malta",TRUE,TRUE,TRUE
"NL11","NLD17","NLD","Groningen","Groningen","Groningue","f","Groningen",TRUE,TRUE,TRUE
"NL12","NLD17","NLD","Friesland","Friesland","Frise","f","Friesland",TRUE,TRUE,TRUE
"NL13","NLD17","NLD","Drenthe","Drenthe","Drenthe","f","Drenthe",TRUE,TRUE,TRUE
"NL21","NLD17","NLD","Overijssel","Overijssel","Overijssel","f","Overijssel",TRUE,TRUE,TRUE
"NL22","NLD17","NLD","Gelderland","Gelderland","Gueldre","f","Gelderland",TRUE,TRUE,TRUE
"NL23","NLD17","NLD","Flevoland","Flevoland","Flevoland","f","Flevoland",TRUE,TRUE,TRUE
"NL31","NLD17","NLD","Utrecht","Utrecht","Utrecht","f","Utrecht",TRUE,TRUE,TRUE
"NL32","NLD17","NLD","Noord-Holland","North Holland","Hollande-Septentrionale","f","N. Holland",TRUE,TRUE,TRUE
"NL33","NLD17","NLD","Zuid-Holland","South Holland","Hollande-Méridionale","f","S. Holland",TRUE,TRUE,TRUE
"NL34","NLD17","NLD","Zeeland","Zeeland","Zélande","f","Zeeland",TRUE,TRUE,TRUE
"NL41","NLD17","NLD","Noord-Brabant","North Brabant","Brabant-du-Nord","f","N. Brabant",TRUE,TRUE,TRUE
"NL42","NLD17","NLD","Limburg (NL)","Limburg","Limbourg","f","Limburg",TRUE,TRUE,TRUE
"NO01","NOR6","NOR","Oslo og Akershus","Oslo and Akershus","Oslo et Akershus","f","Oslo Region",FALSE,TRUE,TRUE
"NO02","NOR6","NOR","Hedmark og Oppland","Hedmark and Oppland","Hedmark et Oppland","f","Hedmark and Oppland",FALSE,TRUE,TRUE
"NO03","NOR6","NOR","Sør-Østlandet","South-Eastern Norway","Norvège du Sud-Est","f","South-East",FALSE,TRUE,TRUE
"NO04","NOR6","NOR","Agder og Rogaland","Agder and Rogaland","Agder et Rogaland","f","Agder and Rogaland",FALSE,TRUE,TRUE
"NO05","NOR6","NOR","Vestlandet","Western Norway","Norvège de l'Ouest","f","West",FALSE,TRUE,TRUE
"NO06","NOR6","NOR","Trøndelag","Trøndelag","Trøndelag","f","Trøndelag",FALSE,TRUE,TRUE
"NO07","NOR6","NOR","Nord-Norge","Northern Norway","Nord de la Norvège","f","North",FALSE,TRUE,TRUE
"NZ11","NZL220","NZL","Northland Region","Northland Region","Northland Region","t","Northland",FALSE,FALSE,FALSE
"NZ12","NZL220","NZL","Auckland Region","Auckland Region","Auckland Region","t","Auckland",FALSE,FALSE,FALSE
"NZ13","NZL220","NZL","Waikato Region","Waikato Region","Waikato Region","t","Waikato",FALSE,FALSE,FALSE
"NZ14","NZL220","NZL","Bay of Plenty Region","Bay of Plenty Region","Bay of Plenty Region","t","Bay of Plenty",FALSE,FALSE,FALSE
"NZ15","NZL220","NZL","Gisborne Region","Gisborne Region","Gisborne Region","t","Gisborne",FALSE,FALSE,FALSE
"NZ16","NZL220","NZL","Hawke's Bay Region","Hawke's Bay Region","Hawke's Bay Region","t","Hawke's Bay",FALSE,FALSE,FALSE
"NZ17","NZL220","NZL","Taranaki Region","Taranaki Region","Taranaki Region","t","Taranaki",FALSE,FALSE,FALSE
"NZ18","NZL220","NZL","Manawatu-Wanganui Region","Manawatu-Wanganui Region","Manawatu-Wanganui Region","t","Manawatu-Wanganui",FALSE,FALSE,FALSE
"NZ19","NZL220","NZL","Wellington Region","Wellington Region","Wellington Region","t","Wellington",FALSE,FALSE,FALSE
"NZ21","NZL220","NZL","Tasman-Nelson-Marlborough","Tasman-Nelson-Marlborough","Tasman-Nelson-Marlborough","t","Tasman-Nelson-Marl.",FALSE,FALSE,FALSE
"NZ22","NZL220","NZL","West Coast Region","West Coast Region","West Coast Region","t","West Coast",FALSE,FALSE,FALSE
"NZ23","NZL220","NZL","Canterbury Region","Canterbury Region","Canterbury Region","t","Canterbury",FALSE,FALSE,FALSE
"NZ24","NZL220","NZL","Otago Region","Otago Region","Otago Region","t","Otago",FALSE,FALSE,FALSE
"NZ25","NZL220","NZL","Southland Region","Southland Region","Southland Region","t","Southland",FALSE,FALSE,FALSE
"PL21","POL13","POL","Malopolskie","Lesser Poland","Petite-Pologne","f","Lesser Poland",TRUE,TRUE,TRUE
"PL22","POL13","POL","Slaskie","Silesia","Silésie","f","Silesia",TRUE,TRUE,TRUE
"PL41","POL13","POL","Wielkopolskie","Greater Poland","Grande-Pologne","f","Greater Poland",TRUE,TRUE,TRUE
"PL42","POL13","POL","Zachodniopomorskie","West Pomerania","Poméranie occidentale","f","W. Pomerania",TRUE,TRUE,TRUE
"PL43","POL13","POL","Lubuskie","Lubusz","Lubusz","f","Lubusz",TRUE,TRUE,TRUE
"PL51","POL13","POL","Dolnoslaskie","Lower Silesia","Basse-Silésie","f","Lower Silesia",TRUE,TRUE,TRUE
"PL52","POL13","POL","Opolskie","Opole region","Région d'Opole","f","Opole region",TRUE,TRUE,TRUE
"PL61","POL13","POL","Kujawsko-Pomorskie","Kuyavian-Pomerania","Cujavie-Poméranie","f","Kuyavian-Pomerania",TRUE,TRUE,TRUE
"PL62","POL13","POL","Warminsko-Mazurskie","Warmian-Masuria","Varmie-Mazurie","f","Warmian-Masuria",TRUE,TRUE,TRUE
"PL63","POL13","POL","Pomorskie","Pomerania","Poméranie","f","Pomerania",TRUE,TRUE,TRUE
"PL71","POL13","POL","Lódzkie","Lodzkie","Lodz","f","Lodzkie",TRUE,TRUE,TRUE
"PL72","POL13","POL","Swietokrzyskie","Swietokrzyskie","Sainte-Croix","f","Swietokrzyskie",TRUE,TRUE,TRUE
"PL81","POL13","POL","Lubelskie","Lublin Province","Province Lublin","f","Lublin",TRUE,TRUE,TRUE
"PL82","POL13","POL","Podkarpackie","Podkarpacia","Podkarpacia","f","Podkarpacia",TRUE,TRUE,TRUE
"PL84","POL13","POL","Podlaskie","Podlaskie","Podlasie","f","Podlaskie",TRUE,TRUE,TRUE
"PL91","POL13","POL","Warszawski stoleczny","Warsaw's capital city","Warsaw's capital city","f","Warsaw",TRUE,TRUE,TRUE
"PL92","POL13","POL","Mazowiecki regionalny","Mazowiecki region","Mazowiecki region","f","Mazowiecki",TRUE,TRUE,TRUE
"PT11","PRT69","PRT","Norte","North","Région Nord","f","North",TRUE,TRUE,TRUE
"PT15","PRT69","PRT","Algarve","Algarve","Algarve","f","Algarve",TRUE,TRUE,TRUE
"PT16","PRT69","PRT","Centro","Central Portugal","Centre du Portugal","f","Centro",TRUE,TRUE,TRUE
"PT17","PRT69","PRT","Área Metropolitana de Lisboa","Metropolitan area of Lisbon","Région métropolitaine de Lisbonne","f","Lisbon Metropolitan",TRUE,TRUE,TRUE
"PT18","PRT69","PRT","Alentejo","Alentejo","Alentejo","f","Alentejo",TRUE,TRUE,TRUE
"PT20","PRT69","PRT","Região Autónoma dos Açores","Autonomous Region of the Azores","Région autonome des Açores","f","Azores",TRUE,TRUE,TRUE
"PT30","PRT69","PRT","Região Autónoma da Madeira","Autonomous Region of Madeira","Région autonome de Madère","f","Madeira",TRUE,TRUE,TRUE
"RO11","ROU35","ROU","Nord-Vest","North West","Nord-Ouest","f","North West",TRUE,TRUE,TRUE
"RO12","ROU35","ROU","Centru","Center","Centre","f","Center",TRUE,TRUE,TRUE
"RO21","ROU35","ROU","Nord-Est","North East","Nord-Est","f","North East",TRUE,TRUE,TRUE
"RO22","ROU35","ROU","Sud-Est","South East","Sud-Est","f","South East",TRUE,TRUE,TRUE
"RO31","ROU35","ROU","Sud - Muntenia","South - Muntenia","Sud - Muntenia","f","S. Muntenia",TRUE,TRUE,TRUE
"RO32","ROU35","ROU","Bucuresti - Ilfov","Bucharest - Ilfov","Bucarest - Ilfov","f","Bucharest - Ilfov",TRUE,TRUE,TRUE
"RO41","ROU35","ROU","Sud-Vest Oltenia","South West Oltenia","Sud-Ouest Olténie","f","S.W. Oltenia",TRUE,TRUE,TRUE
"RO42","ROU35","ROU","Vest","West","Ouest","f","West",TRUE,TRUE,TRUE
"RS11","SRB233","SRB","Beogradski region","Belgrade region","Région de Belgrade","f","Belgrade",FALSE,FALSE,FALSE
"RS12","SRB233","SRB","Region Vojvodine","Vojvodina region","Voïvodine","f","Vojvodina",FALSE,FALSE,FALSE
"RS21","SRB233","SRB","Region Šumadije i Zapadne Srbije","Šumadija and Western Serbia","Šumadija et Serbie occidentale","f","Šumadija and West",FALSE,FALSE,FALSE
"RS22","SRB233","SRB","Region Južne i Istocne Srbije","Southern and Eastern Serbia","Serbie méridionale et orientale","f","South and East",FALSE,FALSE,FALSE
"SE11","SWE9","SWE","Stockholm","Stockholm","Stockholm","f","Stockholm",TRUE,TRUE,TRUE
"SE12","SWE9","SWE","Östra Mellansverige","East Middle Sweden","Région Centre Est","f","East Middle",TRUE,TRUE,TRUE
"SE21","SWE9","SWE","Småland med öarna","Småland with Islands","Småland avec les îles","f","Småland with I.",TRUE,TRUE,TRUE
"SE22","SWE9","SWE","Sydsverige","South Sweden","Sud de la Suède","f","South",TRUE,TRUE,TRUE
"SE23","SWE9","SWE","Västsverige","West Sweden","Ouest de la Suède","f","West",TRUE,TRUE,TRUE
"SE31","SWE9","SWE","Norra Mellansverige","North Middle Sweden","Région Centre Nord","f","N. Middle",TRUE,TRUE,TRUE
"SE32","SWE9","SWE","Mellersta Norrland","Central Norrland","Norrland central","f","Central Norrland",TRUE,TRUE,TRUE
"SE33","SWE9","SWE","Övre Norrland","Upper Norrland","Norrland septentrional","f","Upper Norrland",TRUE,TRUE,TRUE
"SI03","SVN29","SVN","Vzhodna Slovenija","Eastern Slovenia","Slovénie orientale","f","East",TRUE,TRUE,TRUE
"SI04","SVN29","SVN","Zahodna Slovenija","Western Slovenia","Slovénie occidentale","f","West",TRUE,TRUE,TRUE
"SK01","SVK21","SVK","Bratislavský kraj","Bratislava Region","Région de Bratislava","f","Bratislava",TRUE,TRUE,TRUE
"SK02","SVK21","SVK","Západné Slovensko","West Slovakia","Slovaquie de l'Ouest","f","West",TRUE,TRUE,TRUE
"SK03","SVK21","SVK","Stredné Slovensko","Central Slovakia","Slovaquie centrale","f","Central",TRUE,TRUE,TRUE
"SK04","SVK21","SVK","Východné Slovensko","East Slovakia","Slovaquie de l'Est","f","East",TRUE,TRUE,TRUE
"TR10","TUR55","TUR","Istanbul","Istanbul","Istanbul","f","Istanbul",FALSE,FALSE,FALSE
"TR21","TUR55","TUR","Tekirdag, Edirne, Kirklareli","Thrace","Thrace","f","Thrace",FALSE,FALSE,FALSE
"TR22","TUR55","TUR","Balikesir, Çanakkale","Southern Marmara - West","Marmara méridionale - Ouest","f","S. Marmara - W.",FALSE,FALSE,FALSE
"TR31","TUR55","TUR","Izmir","Izmir","Izmir","f","Izmir",FALSE,FALSE,FALSE
"TR32","TUR55","TUR","Aydin, Denizli, Mugla","Southern Aegean","Région égéenne méridionale","f","S. Aegean",FALSE,FALSE,FALSE
"TR33","TUR55","TUR","Manisa, Afyonkarahisar, Kütahya, Usak","Northern Aegean","Région égéenne septentrionale","f","N. Aegean",FALSE,FALSE,FALSE
"TR41","TUR55","TUR","Bursa, Eskisehir, Bilecik","Eastern Marmara - South","Marmara orientale - Sud","f","E. Marmara S.",FALSE,FALSE,FALSE
"TR42","TUR55","TUR","Kocaeli, Sakarya, Düzce, Bolu, Yalova","Eastern Marmara - North","Marmara orientale - Nord","f","E. Marmara N.",FALSE,FALSE,FALSE
"TR51","TUR55","TUR","Ankara","Ankara","Ankara","f","Ankara",FALSE,FALSE,FALSE
"TR52","TUR55","TUR","Konya, Karaman","Central Anatolia - West and South","Anatolie centrale - Ouest et Sud","f","C. Anatolia - W.S.",FALSE,FALSE,FALSE
"TR61","TUR55","TUR","Antalya, Isparta, Burdur","Mediterranean region - West","Région méditerranéenne - Ouest","f","Mediterranean W.",FALSE,FALSE,FALSE
"TR62","TUR55","TUR","Adana, Mersin","Mediterranean region - Middle","Région méditerranéenne - Centre","f","Mediterranean M.",FALSE,FALSE,FALSE
"TR63","TUR55","TUR","Hatay, Kahramanmaras, Osmaniye","Mediterranean region - East","Région méditerranéenne - Est","f","Mediterranean E.",FALSE,FALSE,FALSE
"TR71","TUR55","TUR","Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","Central Anatolia - Middle","Anatolie centrale - Centre","f","C. Anatolia Middle",FALSE,FALSE,FALSE
"TR72","TUR55","TUR","Kayseri, Sivas, Yozgat","Central Anatolia - East","Anatolie centrale - Est","f","C. Anatolia E.",FALSE,FALSE,FALSE
"TR81","TUR55","TUR","Zonguldak, Karabük, Bartin","Western Black Sea - West","Mer Noire occidentale - Ouest","f","W. Black Sea W.",FALSE,FALSE,FALSE
"TR82","TUR55","TUR","Kastamonu, Çankiri, Sinop","Western Black Sea - Middle and East","Mer Noire occidentale - Centre et Est","f","W. Black Sea - ME",FALSE,FALSE,FALSE
"TR83","TUR55","TUR","Samsun, Tokat, Çorum, Amasya","Middle Black Sea","Mer Noire centrale","f","Middle Black Sea",FALSE,FALSE,FALSE
"TR90","TUR55","TUR","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane","Eastern Black Sea","Mer Noire orientale","f","Eastern Black Sea",FALSE,FALSE,FALSE
"TRA1","TUR55","TUR","Erzurum, Erzincan, Bayburt","Northeastern Anatolia - West","Nord-Est de l'Anatolie - Ouest","f","N.E. Anatolia W.",FALSE,FALSE,FALSE
"TRA2","TUR55","TUR","Agri, Kars, Igdir, Ardahan","Northeastern Anatolia - East","Nord-Est de l'Anatolie - Est","f","N.E. Anatolia E.",FALSE,FALSE,FALSE
"TRB1","TUR55","TUR","Malatya, Elazig, Bingöl, Tunceli","Eastern Anatolia - West","Anatolie orientale - Ouest","f","E. Anatolia W.",FALSE,FALSE,FALSE
"TRB2","TUR55","TUR","Van, Mus, Bitlis, Hakkari","Eastern Anatolia - East","Anatolie orientale - Est","f","E. Anatolia E.",FALSE,FALSE,FALSE
"TRC1","TUR55","TUR","Gaziantep, Adiyaman, Kilis","Southeastern Anatolia - West","Anatolie méridionale - Ouest","f","S.E. Anatolia W.",FALSE,FALSE,FALSE
"TRC2","TUR55","TUR","Sanliurfa, Diyarbakir","Southeastern Anatolia - Middle","Anatolie méridionale - Centre","f","S.E. Anatolia Middle",FALSE,FALSE,FALSE
"TRC3","TUR55","TUR","Mardin, Batman, Sirnak, Siirt","Southeastern Anatolia - East","Anatolie méridionale - Est","f","S.E. Anatolia E.",FALSE,FALSE,FALSE
"UKC","GBR20","GBR","North East England","North East England","Angleterre du Nord-Est","f","N.E. England",FALSE,FALSE,TRUE
"UKD","GBR20","GBR","North West England","North West England","Angleterre du Nord-Ouest","f","N.W. England",FALSE,FALSE,TRUE
"UKE","GBR20","GBR","Yorkshire and The Humber","Yorkshire and The Humber","Yorkshire et Humber","f","Yorkshire, Humber",FALSE,FALSE,TRUE
"UKF","GBR20","GBR","East Midlands","East Midlands","Midlands de l'Est","f","E. Midlands",FALSE,FALSE,TRUE
"UKG","GBR20","GBR","West Midlands","West Midlands","Midlands de l'Ouest","f","W. Midlands",FALSE,FALSE,TRUE
"UKH","GBR20","GBR","East of England","East of England","Angleterre de l'Est","f","E. of England",FALSE,FALSE,TRUE
"UKI","GBR20","GBR","London","Greater London","Grand Londres","f","Greater London",FALSE,FALSE,TRUE
"UKJ","GBR20","GBR","South East England","South East England","Angleterre du Sud-Est","f","S.E. England",FALSE,FALSE,TRUE
"UKK","GBR20","GBR","South West England","South West England","Angleterre du Sud-Ouest","f","S.W. England",FALSE,FALSE,TRUE
"UKL","GBR20","GBR","Wales","Wales","Pays de Galles","f","Wales",FALSE,FALSE,TRUE
"UKM","GBR20","GBR","Scotland","Scotland","Écosse","f","Scotland",FALSE,FALSE,TRUE
"UKN","GBR20","GBR","Northern Ireland","Northern Ireland","Irlande du Nord","f","North",FALSE,FALSE,TRUE
"US01","USA92","USA","Alabama","Alabama","Alabama","t","Alabama",FALSE,FALSE,FALSE
"US02","USA92","USA","Alaska","Alaska","Alaska","f","Alaska",FALSE,FALSE,FALSE
"US04","USA92","USA","Arizona","Arizona","Arizona","t","Arizona",FALSE,FALSE,FALSE
"US05","USA92","USA","Arkansas","Arkansas","Arkansas","t","Arkansas",FALSE,FALSE,FALSE
"US06","USA92","USA","California","California","California","t","California",FALSE,FALSE,FALSE
"US08","USA92","USA","Colorado","Colorado","Colorado","t","Colorado",FALSE,FALSE,FALSE
"US09","USA92","USA","Connecticut","Connecticut","Connecticut","t","Connecticut",FALSE,FALSE,FALSE
"US10","USA92","USA","Delaware","Delaware","Delaware","t","Delaware",FALSE,FALSE,FALSE
"US11","USA92","USA","District Of Columbia","District Of Columbia","District Of Columbia","t","D. of Columbia",FALSE,FALSE,FALSE
"US12","USA92","USA","Florida","Florida","Florida","t","Florida",FALSE,FALSE,FALSE
"US13","USA92","USA","Georgia","Georgia","Georgia","t","Georgia",FALSE,FALSE,FALSE
"US15","USA92","USA","Hawaii","Hawaii","Hawaii","f","Hawaii",FALSE,FALSE,FALSE
"US16","USA92","USA","Idaho","Idaho","Idaho","t","Idaho",FALSE,FALSE,FALSE
"US17","USA92","USA","Illinois","Illinois","Illinois","t","Illinois",FALSE,FALSE,FALSE
"US18","USA92","USA","Indiana","Indiana","Indiana","t","Indiana",FALSE,FALSE,FALSE
"US19","USA92","USA","Iowa","Iowa","Iowa","t","Iowa",FALSE,FALSE,FALSE
"US20","USA92","USA","Kansas","Kansas","Kansas","t","Kansas",FALSE,FALSE,FALSE
"US21","USA92","USA","Kentucky","Kentucky","Kentucky","t","Kentucky",FALSE,FALSE,FALSE
"US22","USA92","USA","Louisiana","Louisiana","Louisiana","t","Louisiana",FALSE,FALSE,FALSE
"US23","USA92","USA","Maine","Maine","Maine","t","Maine",FALSE,FALSE,FALSE
"US24","USA92","USA","Maryland","Maryland","Maryland","t","Maryland",FALSE,FALSE,FALSE
"US25","USA92","USA","Massachusetts","Massachusetts","Massachusetts","t","Massachusetts",FALSE,FALSE,FALSE
"US26","USA92","USA","Michigan","Michigan","Michigan","t","Michigan",FALSE,FALSE,FALSE
"US27","USA92","USA","Minnesota","Minnesota","Minnesota","t","Minnesota",FALSE,FALSE,FALSE
"US28","USA92","USA","Mississippi","Mississippi","Mississippi","t","Mississippi",FALSE,FALSE,FALSE
"US29","USA92","USA","Missouri","Missouri","Missouri","t","Missouri",FALSE,FALSE,FALSE
"US30","USA92","USA","Montana","Montana","Montana","t","Montana",FALSE,FALSE,FALSE
"US31","USA92","USA","Nebraska","Nebraska","Nebraska","t","Nebraska",FALSE,FALSE,FALSE
"US32","USA92","USA","Nevada","Nevada","Nevada","t","Nevada",FALSE,FALSE,FALSE
"US33","USA92","USA","New Hampshire","New Hampshire","New Hampshire","t","New Hampshire",FALSE,FALSE,FALSE
"US34","USA92","USA","New Jersey","New Jersey","New Jersey","t","New Jersey",FALSE,FALSE,FALSE
"US35","USA92","USA","New Mexico","New Mexico","New Mexico","t","New Mexico",FALSE,FALSE,FALSE
"US36","USA92","USA","New York","New York","New York","t","New York",FALSE,FALSE,FALSE
"US37","USA92","USA","North Carolina","North Carolina","North Carolina","t","North Carolina",FALSE,FALSE,FALSE
"US38","USA92","USA","North Dakota","North Dakota","North Dakota","t","North Dakota",FALSE,FALSE,FALSE
"US39","USA92","USA","Ohio","Ohio","Ohio","t","Ohio",FALSE,FALSE,FALSE
"US40","USA92","USA","Oklahoma","Oklahoma","Oklahoma","t","Oklahoma",FALSE,FALSE,FALSE
"US41","USA92","USA","Oregon","Oregon","Oregon","t","Oregon",FALSE,FALSE,FALSE
"US42","USA92","USA","Pennsylvania","Pennsylvania","Pennsylvania","t","Pennsylvania",FALSE,FALSE,FALSE
"US44","USA92","USA","Rhode Island","Rhode Island","Rhode Island","t","Rhode Island",FALSE,FALSE,FALSE
"US45","USA92","USA","South Carolina","South Carolina","South Carolina","t","South Carolina",FALSE,FALSE,FALSE
"US46","USA92","USA","South Dakota","South Dakota","South Dakota","t","South Dakota",FALSE,FALSE,FALSE
"US47","USA92","USA","Tennessee","Tennessee","Tennessee","t","Tennessee",FALSE,FALSE,FALSE
"US48","USA92","USA","Texas","Texas","Texas","t","Texas",FALSE,FALSE,FALSE
"US49","USA92","USA","Utah","Utah","Utah","t","Utah",FALSE,FALSE,FALSE
"US50","USA92","USA","Vermont","Vermont","Vermont","t","Vermont",FALSE,FALSE,FALSE
"US51","USA92","USA","Virginia","Virginia","Virginia","t","Virginia",FALSE,FALSE,FALSE
"US53","USA92","USA","Washington","Washington","Washington","t","Washington",FALSE,FALSE,FALSE
"US54","USA92","USA","West Virginia","West Virginia","West Virginia","t","West Virginia",FALSE,FALSE,FALSE
"US55","USA92","USA","Wisconsin","Wisconsin","Wisconsin","t","Wisconsin",FALSE,FALSE,FALSE
"US56","USA92","USA","Wyoming","Wyoming","Wyoming","t","Wyoming",FALSE,FALSE,FALSE
