geo,ObsValue,Indicator,freq,ObsTime,unit,geo_source
AL,36272,DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
CZ,99321,DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
DE,450476,DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
DK,54366,DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
CY,11653,DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
AT,105706,DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
BE,38639,DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
BG,139793,DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
CH,51986,DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
EE,57125,DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
EL,165885,DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
ES,637290,DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
FI,425104,DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
FR,803990,DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
HR,71198,DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
HU,117153,DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
IE,88137,DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
IS,129328,DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
IT,378648,DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
LT,81736,DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
LU,3262,DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
BE3,21290,DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
NL,47058,DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
NO,407170,DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
