geo,ObsValue,Indicator,freq,ObsTime,unit,geo_source
AL,125.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
CZ,845.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
DE,6308.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
DK,480.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
CY,31.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
AT,282.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
BE,810.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
BG,527.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
CH,509.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
EE,69.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
EL,342.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
ES,1905.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
FI,315.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
FR,2860.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
HR,275.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
HU,781.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
IE,129.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
IS,7.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
IT,4261.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
LT,194.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
LU,23.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
BE3,254.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
NL,1433.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
NO,283.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
CH0,509.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
DE1,905.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
CY0,31.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
DEA,1498.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
BG3,320.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
LV,81.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
ME,57.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
MT,13.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
MK,129.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
DE7,542.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
EL5,140.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
EL6,115.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
DE4,244.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
EE0,69.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
DEB,262.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
BE2,556.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
DEF,220.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
DEC,185.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
DEE,303.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
DED,348.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
EL3,38.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
EL4,49.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
DEG,234.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
DK0,480.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
DE2,737.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
DE3,19.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
DE8,121.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
CZ0,845.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
DE5,10.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
DE6,18.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
LI,0.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
BG4,207.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
DE9,662.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
AL0,125.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
PL,2219.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
SI,89.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
SK,398.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
TR,2193.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
UK,4476.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
AT1,74.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
RS,543.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
SE,703.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
PT,505.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
RO,944.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
ES4,239.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
ES7,102.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
FI1,315.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
MT0,13.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
NL4,415.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
NO0,283.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
FR1,243.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
FRC,178.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
FRE,375.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
FRG,127.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
FRB,103.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
FRD,211.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
ES2,170.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
FRF,371.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
ES1,157.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
ES3,117.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
ES6,566.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
ES5,554.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
FI2,0.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
ITG,658.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
FRH,113.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
AT3,132.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
BE1,0.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
FRL,248.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
ITH,630.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
FRI,165.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
ITC,963.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
LT0,194.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
LU0,23.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
LI0,0.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
FRK,341.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
FRY,121.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
HR0,275.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
HU1,186.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
ITI,821.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
HR043,0.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
FRJ,242.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
FRM,22.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
HU2,281.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
ITF,1189.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
HU3,314.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
IE0,129.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
IS0,7.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
AT2,76.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
PL4,411.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
PL8,316.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
RO2,285.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
PL9,262.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
RS2,300.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
SE1,200.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
SE2,326.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
SE3,177.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
PL7,204.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
RO4,192.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
PL2,365.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
RS1,243.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
CH02,126.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
CH03,96.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
AL02,22.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
AL03,89.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
BG33,39.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
DE13,182.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
CZ05,134.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
AT32,7.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
UKH,510.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
UKI,7.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
CH04,63.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
CH05,87.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
ES53,25.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
UKC,211.0,SEMI-DENSE URBAN CLUSTER GRID CELL,5 year,1975,km2,NUTS2016
