geo,ObsValue,Indicator,freq,ObsTime,unit,geo_source
AL,36272,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
CZ,99321,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
DE,450476,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
DK,54366,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
CY,11653,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
BE,38639,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
BG,139793,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
CH,51986,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
AT,105706,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
EE,57125,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
EL,165885,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
ES,637290,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
FI,425104,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
FR,803990,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
HR,71198,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
HU,117153,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
IE,88137,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
IS,129328,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
IT,378648,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
DEA,42972,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
CH0,51986,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
LV,81348,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
DE7,26596,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
EL5,65049,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
ME,17497,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
MT,391,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
NO,487069,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
BG3,86058,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
DE1,45350,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
MK,32033,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
CY0,11653,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
LT,81736,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
LU,3262,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
BE3,21290,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
NL,47058,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
DK0,54366,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
SI,25517,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
LI,205,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
SE,566321,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
PL,392888,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
DEE,25889,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
EL4,22056,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
DEG,20407,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
BG4,53735,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
DED,23237,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
DEB,25027,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
DE4,37341,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
EE0,57125,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
DE9,60075,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
AL0,36272,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
BE2,17147,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
EL3,4807,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
EL6,73973,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
DE2,88908,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
DE8,29072,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
AT1,29687,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
SK,61748,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
CZ0,99321,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
RS,97572,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
TR,982865,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
UK,307982,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
HU3,62313,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
FRI,106703,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
HR0,71198,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
RS2,66435,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
SE1,63433,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
SE2,106973,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
SE3,395915,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
HU2,46124,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
IE0,88137,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
IS0,129328,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
ITH,77496,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
FRY,112645,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
ITF,92283,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
RO,300220,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
PL4,83443,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
ES4,271196,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
ES7,9377,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
LT0,81736,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
LU0,3262,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
LI0,205,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
FRC,60507,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
FRE,40200,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
FRG,40738,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
NL4,9176,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
FRL,40110,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
FR1,15194,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
FI1,423393,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
AT2,32689,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
FRK,89592,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
FRJ,92389,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
FRM,10987,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
ITI,73103,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
HR064,1546,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
BE1,202,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
PT,115739,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
MT0,391,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
ITC,73010,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
HU1,8716,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
DEF,19763,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
DEC,3237,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
DE3,1124,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
DE5,533,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
DE6,945,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
DE12,8706,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
CH05,14523,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
CZ02,13767,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
UKJ,24051,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
LV0,81348,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
UKD,17862,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
PL2,34665,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
CH01,10979,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
BE24,2664,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
ME0,17497,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
BG33,18462,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
CZ03,22300,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
CY00,11653,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
CZ01,629,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
BG34,24931,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
AT11,4989,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
DE14,11518,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
NL3,12637,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
AT22,20672,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
BE25,3995,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
UKL,26228,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
PL7,37681,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
BE22,3067,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
RS1,31137,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
UKN,17816,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
AL01,13631,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
BE23,3801,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
BG41,25560,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
CZ06,17616,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
CH07,3540,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
ES53,6281,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
AT33,15921,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
AT12,24177,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
DE13,11837,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
NL2,13814,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
DE21,22092,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
CH06,5651,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
BG32,18655,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
AT34,3299,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
BE10,202,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
BE21,3620,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
BE33,4849,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
NL1,11431,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
CH02,12649,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
CH03,2470,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
BG42,28175,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
AT31,15098,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
RO4,77131,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
AL02,6254,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
AL03,16387,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
CH04,2174,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
UKC,10849,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
CZ05,15664,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
AT32,9012,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
ES6,124627,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
AT3,43330,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
FRF,72712,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
FRB,49810,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
PL8,79555,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
AT21,12017,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
BE31,1383,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
ES5,76011,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
ES2,88643,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
CZ08,6818,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
UKH,24110,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
UKI,1988,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
FRH,34522,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
ITG,62756,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
AT13,521,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
BE32,4809,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
FRD,37881,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
FI2,1711,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
PL9,44784,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
ES1,57330,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
ES3,10106,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
RO2,91425,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
ES61,110345,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
ES62,14241,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
ES63,23,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
ES64,18,SUBURBAN OR PERI-URBAN GRID CELL,5 year,1975,km2,NUTS2021
