geo,ObsValue,Indicator,freq,ObsTime,unit,geo_source
AL,36272,WATER GRID CELL,5 year,1975,km2,NUTS2021
CZ,99321,WATER GRID CELL,5 year,1975,km2,NUTS2021
DE,450476,WATER GRID CELL,5 year,1975,km2,NUTS2021
DK,54366,WATER GRID CELL,5 year,1975,km2,NUTS2021
CY,11653,WATER GRID CELL,5 year,1975,km2,NUTS2021
BE,38639,WATER GRID CELL,5 year,1975,km2,NUTS2021
BG,139793,WATER GRID CELL,5 year,1975,km2,NUTS2021
CH,51986,WATER GRID CELL,5 year,1975,km2,NUTS2021
AT,105706,WATER GRID CELL,5 year,1975,km2,NUTS2021
EE,57125,WATER GRID CELL,5 year,1975,km2,NUTS2021
EL,165885,WATER GRID CELL,5 year,1975,km2,NUTS2021
ES,637290,WATER GRID CELL,5 year,1975,km2,NUTS2021
FI,425104,WATER GRID CELL,5 year,1975,km2,NUTS2021
FR,803990,WATER GRID CELL,5 year,1975,km2,NUTS2021
HR,71198,WATER GRID CELL,5 year,1975,km2,NUTS2021
HU,117153,WATER GRID CELL,5 year,1975,km2,NUTS2021
IE,88137,WATER GRID CELL,5 year,1975,km2,NUTS2021
IS,129328,WATER GRID CELL,5 year,1975,km2,NUTS2021
IT,378648,WATER GRID CELL,5 year,1975,km2,NUTS2021
DEA,42972,WATER GRID CELL,5 year,1975,km2,NUTS2021
CH0,51986,WATER GRID CELL,5 year,1975,km2,NUTS2021
LV,81348,WATER GRID CELL,5 year,1975,km2,NUTS2021
DE7,26596,WATER GRID CELL,5 year,1975,km2,NUTS2021
EL5,65049,WATER GRID CELL,5 year,1975,km2,NUTS2021
ME,17497,WATER GRID CELL,5 year,1975,km2,NUTS2021
MT,391,WATER GRID CELL,5 year,1975,km2,NUTS2021
NO,487069,WATER GRID CELL,5 year,1975,km2,NUTS2021
BG3,86058,WATER GRID CELL,5 year,1975,km2,NUTS2021
DE1,45350,WATER GRID CELL,5 year,1975,km2,NUTS2021
MK,32033,WATER GRID CELL,5 year,1975,km2,NUTS2021
CY0,11653,WATER GRID CELL,5 year,1975,km2,NUTS2021
LT,81736,WATER GRID CELL,5 year,1975,km2,NUTS2021
LU,3262,WATER GRID CELL,5 year,1975,km2,NUTS2021
BE3,21290,WATER GRID CELL,5 year,1975,km2,NUTS2021
NL,47058,WATER GRID CELL,5 year,1975,km2,NUTS2021
DK0,54366,WATER GRID CELL,5 year,1975,km2,NUTS2021
SI,25517,WATER GRID CELL,5 year,1975,km2,NUTS2021
LI,205,WATER GRID CELL,5 year,1975,km2,NUTS2021
SE,566321,WATER GRID CELL,5 year,1975,km2,NUTS2021
PL,392888,WATER GRID CELL,5 year,1975,km2,NUTS2021
DEE,25889,WATER GRID CELL,5 year,1975,km2,NUTS2021
EL4,22056,WATER GRID CELL,5 year,1975,km2,NUTS2021
DEG,20407,WATER GRID CELL,5 year,1975,km2,NUTS2021
BG4,53735,WATER GRID CELL,5 year,1975,km2,NUTS2021
DED,23237,WATER GRID CELL,5 year,1975,km2,NUTS2021
DEB,25027,WATER GRID CELL,5 year,1975,km2,NUTS2021
DE4,37341,WATER GRID CELL,5 year,1975,km2,NUTS2021
EE0,57125,WATER GRID CELL,5 year,1975,km2,NUTS2021
DE9,60075,WATER GRID CELL,5 year,1975,km2,NUTS2021
AL0,36272,WATER GRID CELL,5 year,1975,km2,NUTS2021
BE2,17147,WATER GRID CELL,5 year,1975,km2,NUTS2021
EL3,4807,WATER GRID CELL,5 year,1975,km2,NUTS2021
EL6,73973,WATER GRID CELL,5 year,1975,km2,NUTS2021
DE2,88908,WATER GRID CELL,5 year,1975,km2,NUTS2021
DE8,29072,WATER GRID CELL,5 year,1975,km2,NUTS2021
AT1,29687,WATER GRID CELL,5 year,1975,km2,NUTS2021
SK,61748,WATER GRID CELL,5 year,1975,km2,NUTS2021
CZ0,99321,WATER GRID CELL,5 year,1975,km2,NUTS2021
RS,97572,WATER GRID CELL,5 year,1975,km2,NUTS2021
TR,982865,WATER GRID CELL,5 year,1975,km2,NUTS2021
UK,307982,WATER GRID CELL,5 year,1975,km2,NUTS2021
HU3,62313,WATER GRID CELL,5 year,1975,km2,NUTS2021
FRI,106703,WATER GRID CELL,5 year,1975,km2,NUTS2021
HR0,71198,WATER GRID CELL,5 year,1975,km2,NUTS2021
RS2,66435,WATER GRID CELL,5 year,1975,km2,NUTS2021
SE1,63433,WATER GRID CELL,5 year,1975,km2,NUTS2021
SE2,106973,WATER GRID CELL,5 year,1975,km2,NUTS2021
SE3,395915,WATER GRID CELL,5 year,1975,km2,NUTS2021
HU2,46124,WATER GRID CELL,5 year,1975,km2,NUTS2021
IE0,88137,WATER GRID CELL,5 year,1975,km2,NUTS2021
IS0,129328,WATER GRID CELL,5 year,1975,km2,NUTS2021
ITH,77496,WATER GRID CELL,5 year,1975,km2,NUTS2021
FRY,112645,WATER GRID CELL,5 year,1975,km2,NUTS2021
ITF,92283,WATER GRID CELL,5 year,1975,km2,NUTS2021
RO,300220,WATER GRID CELL,5 year,1975,km2,NUTS2021
PL4,83443,WATER GRID CELL,5 year,1975,km2,NUTS2021
ES4,271196,WATER GRID CELL,5 year,1975,km2,NUTS2021
ES7,9377,WATER GRID CELL,5 year,1975,km2,NUTS2021
LT0,81736,WATER GRID CELL,5 year,1975,km2,NUTS2021
LU0,3262,WATER GRID CELL,5 year,1975,km2,NUTS2021
LI0,205,WATER GRID CELL,5 year,1975,km2,NUTS2021
FRC,60507,WATER GRID CELL,5 year,1975,km2,NUTS2021
FRE,40200,WATER GRID CELL,5 year,1975,km2,NUTS2021
FRG,40738,WATER GRID CELL,5 year,1975,km2,NUTS2021
NL4,9176,WATER GRID CELL,5 year,1975,km2,NUTS2021
FRL,40110,WATER GRID CELL,5 year,1975,km2,NUTS2021
FR1,15194,WATER GRID CELL,5 year,1975,km2,NUTS2021
FI1,423393,WATER GRID CELL,5 year,1975,km2,NUTS2021
AT2,32689,WATER GRID CELL,5 year,1975,km2,NUTS2021
FRK,89592,WATER GRID CELL,5 year,1975,km2,NUTS2021
FRJ,92389,WATER GRID CELL,5 year,1975,km2,NUTS2021
FRM,10987,WATER GRID CELL,5 year,1975,km2,NUTS2021
ITI,73103,WATER GRID CELL,5 year,1975,km2,NUTS2021
HR064,1546,WATER GRID CELL,5 year,1975,km2,NUTS2021
BE1,202,WATER GRID CELL,5 year,1975,km2,NUTS2021
PT,115739,WATER GRID CELL,5 year,1975,km2,NUTS2021
MT0,391,WATER GRID CELL,5 year,1975,km2,NUTS2021
