,geo,freq,obsTime,indicator,obsValue,unit
2683,AT121,6 years,2018,total functional urban area,184015130.0097884,square meters
2684,AT122,6 years,2018,total functional urban area,629810138.3656662,square meters
2685,AT124,6 years,2018,total functional urban area,623973982.0970392,square meters
2686,AT312,6 years,2018,total functional urban area,1229529201.641724,square meters
2687,AT335,6 years,2018,total functional urban area,380853184.7083969,square meters
2688,AT341,6 years,2018,total functional urban area,0.0,square meters
2689,AT342,6 years,2018,total functional urban area,0.0,square meters
2690,AT111,6 years,2018,total functional urban area,0.0,square meters
2691,AT112,6 years,2018,total functional urban area,1617418565.589306,square meters
2692,AT113,6 years,2018,total functional urban area,0.0,square meters
2693,AT127,6 years,2018,total functional urban area,1860791393.109437,square meters
2694,AT213,6 years,2018,total functional urban area,1032952635.45026,square meters
2695,AT221,6 years,2018,total functional urban area,1290661879.170678,square meters
2696,AT222,6 years,2018,total functional urban area,0.0,square meters
2697,AT130,6 years,2018,total functional urban area,661682911.248173,square meters
2698,AT212,6 years,2018,total functional urban area,148750438.6630349,square meters
2699,AT126,6 years,2018,total functional urban area,3157430178.533762,square meters
2700,AT125,6 years,2018,total functional urban area,2706598760.869213,square meters
2701,AT211,6 years,2018,total functional urban area,1000136270.770147,square meters
2702,FR,6 years,2018,total functional urban area,153818665707.51,square meters
2703,FRI,6 years,2018,total functional urban area,20520538263.15393,square meters
2704,FRY,6 years,2018,total functional urban area,1659320908.393108,square meters
2705,FRC,6 years,2018,total functional urban area,9959877460.68121,square meters
2706,FRE,6 years,2018,total functional urban area,15084827567.60909,square meters
2707,FRG,6 years,2018,total functional urban area,9248170328.571987,square meters
2708,FRL,6 years,2018,total functional urban area,9912029456.008017,square meters
2709,FR1,6 years,2018,total functional urban area,10067136129.72453,square meters
2710,FRK,6 years,2018,total functional urban area,15170678661.73689,square meters
2711,FRJ,6 years,2018,total functional urban area,14569003762.08188,square meters
2712,FRM,6 years,2018,total functional urban area,1470252377.479152,square meters
2713,FRF,6 years,2018,total functional urban area,17165070751.67885,square meters
2714,FRB,6 years,2018,total functional urban area,13655417213.95256,square meters
2715,FRH,6 years,2018,total functional urban area,9977554699.190355,square meters
2716,FRD,6 years,2018,total functional urban area,8847764975.770807,square meters
2717,FR10,6 years,2018,total functional urban area,10067136129.72453,square meters
2718,FRB0,6 years,2018,total functional urban area,13655417213.95256,square meters
2719,FRI2,6 years,2018,total functional urban area,4311315299.910177,square meters
2720,FRI3,6 years,2018,total functional urban area,7530896364.291514,square meters
2721,FRD2,6 years,2018,total functional urban area,5678851736.169262,square meters
2722,FRD1,6 years,2018,total functional urban area,3168913239.601545,square meters
2723,FRE2,6 years,2018,total functional urban area,8911064415.203838,square meters
2724,FRK2,6 years,2018,total functional urban area,12227444219.18857,square meters
2725,FRM0,6 years,2018,total functional urban area,1470252377.479152,square meters
2726,FRF1,6 years,2018,total functional urban area,4473602116.487513,square meters
2727,FRE1,6 years,2018,total functional urban area,6307386733.627434,square meters
2728,FRY4,6 years,2018,total functional urban area,785875290.419942,square meters
2729,FRY5,6 years,2018,total functional urban area,0.0,square meters
2730,FRJ2,6 years,2018,total functional urban area,7821487027.477697,square meters
2731,FRG0,6 years,2018,total functional urban area,9248170328.571987,square meters
2732,FRY3,6 years,2018,total functional urban area,0.0,square meters
2733,FRF2,6 years,2018,total functional urban area,8088703111.334177,square meters
2734,FRL0,6 years,2018,total functional urban area,9912029456.008017,square meters
2735,FRY1,6 years,2018,total functional urban area,0.0,square meters
2736,FRY2,6 years,2018,total functional urban area,873445617.973166,square meters
2737,FRI1,6 years,2018,total functional urban area,9072924190.251028,square meters
2738,FRF3,6 years,2018,total functional urban area,4921198327.787786,square meters
2739,FRC2,6 years,2018,total functional urban area,4572662513.223633,square meters
2740,FRK1,6 years,2018,total functional urban area,3242363077.704491,square meters
2741,FRC1,6 years,2018,total functional urban area,5531860419.460712,square meters
2742,FRJ1,6 years,2018,total functional urban area,6910373052.821507,square meters
2743,FRH0,6 years,2018,total functional urban area,9977554699.190355,square meters
2744,FR103,6 years,2018,total functional urban area,2773007435.831005,square meters
2745,FR104,6 years,2018,total functional urban area,2170125687.15331,square meters
2746,FR101,6 years,2018,total functional urban area,441854437.5796996,square meters
2747,FRB04,6 years,2018,total functional urban area,2850762334.022219,square meters
2748,FR105,6 years,2018,total functional urban area,522834980.7694244,square meters
2749,FR102,6 years,2018,total functional urban area,4154367172.27016,square meters
2750,FRB06,6 years,2018,total functional urban area,3105469728.573219,square meters
2751,FRC12,6 years,2018,total functional urban area,0.0,square meters
2752,FRC11,6 years,2018,total functional urban area,3833625403.597984,square meters
2753,FRB05,6 years,2018,total functional urban area,516800235.6570715,square meters
2754,FRL03,6 years,2018,total functional urban area,3154546322.194303,square meters
2755,FRI23,6 years,2018,total functional urban area,3088450367.912515,square meters
2756,FRL05,6 years,2018,total functional urban area,3131640772.679278,square meters
2757,FRY30,6 years,2018,total functional urban area,0.0,square meters
2758,FRF34,6 years,2018,total functional urban area,338864582.6598562,square meters
2759,FRH01,6 years,2018,total functional urban area,1316730699.410375,square meters
2760,FRI11,6 years,2018,total functional urban area,355710005.7630072,square meters
2761,FRK23,6 years,2018,total functional urban area,801919005.9286993,square meters
2762,FRI31,6 years,2018,total functional urban area,2164121516.036438,square meters
2763,FRY20,6 years,2018,total functional urban area,873445617.973166,square meters
2764,FRG01,6 years,2018,total functional urban area,4310890650.959166,square meters
2765,FRY40,6 years,2018,total functional urban area,785875290.419942,square meters
2766,FRK24,6 years,2018,total functional urban area,3782471320.917992,square meters
2767,FRG03,6 years,2018,total functional urban area,108036967.7501461,square meters
2768,FRI22,6 years,2018,total functional urban area,174565054.0008696,square meters
2769,FRL04,6 years,2018,total functional urban area,3200555269.184488,square meters
2770,FRH04,6 years,2018,total functional urban area,2534004296.958569,square meters
2771,FRI12,6 years,2018,total functional urban area,5512256800.074065,square meters
2772,FRK26,6 years,2018,total functional urban area,1986272272.424517,square meters
2773,FRK25,6 years,2018,total functional urban area,2837177283.917508,square meters
2774,FRC13,6 years,2018,total functional urban area,1687775963.076373,square meters
2775,FRK13,6 years,2018,total functional urban area,426785776.8076891,square meters
2776,FRK11,6 years,2018,total functional urban area,203457557.1172874,square meters
2777,FRJ11,6 years,2018,total functional urban area,408106097.7241758,square meters
2778,FRI14,6 years,2018,total functional urban area,0.0,square meters
2779,FRI33,6 years,2018,total functional urban area,1798362718.032606,square meters
2780,FRK27,6 years,2018,total functional urban area,1290061676.549075,square meters
2781,FRE23,6 years,2018,total functional urban area,2568343018.144271,square meters
2782,FRD22,6 years,2018,total functional urban area,3393129612.12082,square meters
2783,FRJ23,6 years,2018,total functional urban area,4301151164.657241,square meters
2784,FRJ24,6 years,2018,total functional urban area,611728406.2452693,square meters
2785,FRJ12,6 years,2018,total functional urban area,2053402677.325228,square meters
2786,FRK28,6 years,2018,total functional urban area,1246704241.223936,square meters
2787,FRI34,6 years,2018,total functional urban area,2504387431.686999,square meters
2788,FRC14,6 years,2018,total functional urban area,55179258.16747268,square meters
2789,FRF22,6 years,2018,total functional urban area,2627970286.741977,square meters
2790,FRI32,6 years,2018,total functional urban area,1335961121.749045,square meters
2791,FR106,6 years,2018,total functional urban area,602594683.7950509,square meters
2792,FRL02,6 years,2018,total functional urban area,0.0,square meters
2793,FRL01,6 years,2018,total functional urban area,608757087.7820177,square meters
2794,FRG05,6 years,2018,total functional urban area,461277597.4114303,square meters
2795,FR107,6 years,2018,total functional urban area,600719963.3498143,square meters
2796,FRF11,6 years,2018,total functional urban area,2084140368.558135,square meters
2797,FRJ13,6 years,2018,total functional urban area,3093098439.827147,square meters
2798,FRD12,6 years,2018,total functional urban area,969696744.6596286,square meters
2799,FRK22,6 years,2018,total functional urban area,242924437.3947096,square meters
2800,FRE21,6 years,2018,total functional urban area,2308533466.38188,square meters
2801,FRM02,6 years,2018,total functional urban area,139921362.8064476,square meters
2802,FRY10,6 years,2018,total functional urban area,0.0,square meters
2803,FRE22,6 years,2018,total functional urban area,4591954138.517509,square meters
2804,FRF21,6 years,2018,total functional urban area,1949311626.527252,square meters
2805,FR108,6 years,2018,total functional urban area,1728440092.159533,square meters
2806,FRF23,6 years,2018,total functional urban area,3555453158.172027,square meters
2807,FRF31,6 years,2018,total functional urban area,3159139834.909498,square meters
2808,FRJ14,6 years,2018,total functional urban area,0.0,square meters
2809,FRJ15,6 years,2018,total functional urban area,1809660498.682683,square meters
2810,FRF32,6 years,2018,total functional urban area,239640429.9402103,square meters
2811,FRM01,6 years,2018,total functional urban area,1470252377.479152,square meters
2812,FRK14,6 years,2018,total functional urban area,2728958479.877105,square meters
2813,FRH03,6 years,2018,total functional urban area,3785297610.682729,square meters
2814,FRC22,6 years,2018,total functional urban area,414609801.1507849,square meters
2815,FRJ27,6 years,2018,total functional urban area,1962997472.829835,square meters
2816,FRJ25,6 years,2018,total functional urban area,160225487.0775136,square meters
2817,FRC23,6 years,2018,total functional urban area,1370981005.429544,square meters
2818,FRG04,6 years,2018,total functional urban area,2307895059.001916,square meters
2819,FRI21,6 years,2018,total functional urban area,1242455949.492581,square meters
2820,FRD21,6 years,2018,total functional urban area,2879460203.502007,square meters
2821,FRE12,6 years,2018,total functional urban area,3261253689.606098,square meters
2822,FRH02,6 years,2018,total functional urban area,2692152926.522926,square meters
2823,FRI15,6 years,2018,total functional urban area,2921744896.274011,square meters
2824,FRF24,6 years,2018,total functional urban area,150628340.34174,square meters
2825,FRK21,6 years,2018,total functional urban area,1124538524.061772,square meters
2826,FRJ22,6 years,2018,total functional urban area,0.0,square meters
2827,FRD13,6 years,2018,total functional urban area,57049563.83762823,square meters
2828,FRJ26,6 years,2018,total functional urban area,1073642807.029239,square meters
2829,FRK12,6 years,2018,total functional urban area,0.0,square meters
2830,FRG02,6 years,2018,total functional urban area,2531863741.880284,square meters
2831,FRL06,6 years,2018,total functional urban area,1060317507.180767,square meters
2832,FRB03,6 years,2018,total functional urban area,2648680362.781336,square meters
2833,FRC21,6 years,2018,total functional urban area,2661780828.989152,square meters
2834,FRF33,6 years,2018,total functional urban area,1720493227.314129,square meters
2835,FRY50,6 years,2018,total functional urban area,0.0,square meters
2836,FRJ28,6 years,2018,total functional urban area,392751855.6812761,square meters
2837,FRF12,6 years,2018,total functional urban area,2431154815.536124,square meters
2838,FRI13,6 years,2018,total functional urban area,593198171.0990713,square meters
2839,FRB02,6 years,2018,total functional urban area,2918441743.427541,square meters
2840,FRE11,6 years,2018,total functional urban area,3288547035.109554,square meters
2841,FRC24,6 years,2018,total functional urban area,713963234.7354084,square meters
2842,FRB01,6 years,2018,total functional urban area,2529852538.62534,square meters
2843,FRD11,6 years,2018,total functional urban area,2262712738.144012,square meters
2844,FRJ21,6 years,2018,total functional urban area,332951252.7207311,square meters
2845,PT,6 years,2018,total functional urban area,10690311998.56713,square meters
2846,PT1,6 years,2018,total functional urban area,9776436341.588688,square meters
2847,PT2,6 years,2018,total functional urban area,553696260.8392638,square meters
2848,PT3,6 years,2018,total functional urban area,360179396.1391804,square meters
2849,PT17,6 years,2018,total functional urban area,3072103546.986709,square meters
2850,PT16,6 years,2018,total functional urban area,3353168621.936445,square meters
2851,PT18,6 years,2018,total functional urban area,1406100426.570577,square meters
2852,PT15,6 years,2018,total functional urban area,490535441.0461198,square meters
2853,PT11,6 years,2018,total functional urban area,2156114946.014422,square meters
2854,PT20,6 years,2018,total functional urban area,553696260.8392638,square meters
2855,PT30,6 years,2018,total functional urban area,360179396.1391804,square meters
2856,PT112,6 years,2018,total functional urban area,543995855.8957675,square meters
2857,PT119,6 years,2018,total functional urban area,311459320.3155299,square meters
2858,PT11A,6 years,2018,total functional urban area,878915046.7641389,square meters
2859,PT16I,6 years,2018,total functional urban area,0.0,square meters
2860,PT11E,6 years,2018,total functional urban area,0.0,square meters
2861,PT16D,6 years,2018,total functional urban area,490966142.0567407,square meters
2862,PT150,6 years,2018,total functional urban area,490535441.0461198,square meters
2863,PT185,6 years,2018,total functional urban area,1315611353.393612,square meters
2864,PT186,6 years,2018,total functional urban area,0.0,square meters
2865,PT16J,6 years,2018,total functional urban area,0.0,square meters
2866,PT170,6 years,2018,total functional urban area,3072103546.986709,square meters
2867,PT16H,6 years,2018,total functional urban area,0.0,square meters
2868,PT11B,6 years,2018,total functional urban area,0.0,square meters
2869,PT11C,6 years,2018,total functional urban area,306030657.4803036,square meters
2870,PT11D,6 years,2018,total functional urban area,20129591.39043906,square meters
2871,PT181,6 years,2018,total functional urban area,73148498.53686242,square meters
2872,PT111,6 years,2018,total functional urban area,356373679.0006915,square meters
2873,PT184,6 years,2018,total functional urban area,0.0,square meters
2874,PT16B,6 years,2018,total functional urban area,576186920.4339421,square meters
2875,PT16E,6 years,2018,total functional urban area,1628627760.490386,square meters
2876,PT16F,6 years,2018,total functional urban area,73485821.88234578,square meters
2877,PT16G,6 years,2018,total functional urban area,711309331.614802,square meters
2878,PT200,6 years,2018,total functional urban area,553696260.8392638,square meters
2879,PT300,6 years,2018,total functional urban area,360179396.1391804,square meters
2880,PT187,6 years,2018,total functional urban area,114319083.1587551,square meters
2881,MT,6 years,2018,total functional urban area,261512098.3477135,square meters
2882,MT0,6 years,2018,total functional urban area,261512098.3477135,square meters
2883,MT00,6 years,2018,total functional urban area,261512098.3477135,square meters
2884,MT001,6 years,2018,total functional urban area,261512098.3477135,square meters
2885,MT002,6 years,2018,total functional urban area,0.0,square meters
2886,EE,6 years,2018,total functional urban area,7452169158.456919,square meters
2887,DEE,6 years,2018,total functional urban area,0.0,square meters
2888,EE0,6 years,2018,total functional urban area,7452169158.456919,square meters
2889,DEE0,6 years,2018,total functional urban area,0.0,square meters
2890,EE00,6 years,2018,total functional urban area,7452169158.456919,square meters
2891,DEE03,6 years,2018,total functional urban area,0.0,square meters
2892,DEE02,6 years,2018,total functional urban area,0.0,square meters
2893,DEE07,6 years,2018,total functional urban area,0.0,square meters
2894,DEE08,6 years,2018,total functional urban area,0.0,square meters
2895,EE008,6 years,2018,total functional urban area,2994893908.356606,square meters
2896,DEE0B,6 years,2018,total functional urban area,0.0,square meters
2897,DEE0D,6 years,2018,total functional urban area,0.0,square meters
2898,DEE0E,6 years,2018,total functional urban area,0.0,square meters
2899,DEE06,6 years,2018,total functional urban area,0.0,square meters
2900,DEE09,6 years,2018,total functional urban area,0.0,square meters
2901,DEE0A,6 years,2018,total functional urban area,0.0,square meters
2902,DEE04,6 years,2018,total functional urban area,0.0,square meters
2903,DEE05,6 years,2018,total functional urban area,0.0,square meters
2904,DEE01,6 years,2018,total functional urban area,0.0,square meters
2905,EE004,6 years,2018,total functional urban area,189709109.0069281,square meters
2906,EE001,6 years,2018,total functional urban area,4385233902.388844,square meters
2907,EE00A,6 years,2018,total functional urban area,68945051.76587652,square meters
2908,DEE0C,6 years,2018,total functional urban area,0.0,square meters
2909,EE009,6 years,2018,total functional urban area,722663897.1318178,square meters
2910,FI,6 years,2018,total functional urban area,41028164345.70657,square meters
2911,FI1,6 years,2018,total functional urban area,41028164345.70657,square meters
2912,FI2,6 years,2018,total functional urban area,0.0,square meters
2913,FI1B,6 years,2018,total functional urban area,4966527656.55417,square meters
2914,FI20,6 years,2018,total functional urban area,0.0,square meters
2915,FI1C,6 years,2018,total functional urban area,8853959276.150618,square meters
2916,FI1D,6 years,2018,total functional urban area,16726769356.32588,square meters
2917,FI19,6 years,2018,total functional urban area,11745962801.79114,square meters
2918,FI200,6 years,2018,total functional urban area,0.0,square meters
2919,FI1C2,6 years,2018,total functional urban area,521487390.5162864,square meters
2920,FI1C3,6 years,2018,total functional urban area,3929506498.624206,square meters
2921,FI196,6 years,2018,total functional urban area,89742970.73973326,square meters
2922,FI193,6 years,2018,total functional urban area,4922119204.446888,square meters
2923,FI197,6 years,2018,total functional urban area,6885644685.332644,square meters
2924,FI195,6 years,2018,total functional urban area,0.0,square meters
2925,FI1B1,6 years,2018,total functional urban area,4966527656.55417,square meters
2926,FI1C4,6 years,2018,total functional urban area,186524994.8210718,square meters
2927,FI194,6 years,2018,total functional urban area,0.0,square meters
2928,FI1C1,6 years,2018,total functional urban area,4695801001.750031,square meters
2929,FI1D7,6 years,2018,total functional urban area,269622886.2030707,square meters
2930,FI1D1,6 years,2018,total functional urban area,954664624.1698816,square meters
2931,FI1D3,6 years,2018,total functional urban area,476706239.6317005,square meters
2932,FI1D8,6 years,2018,total functional urban area,0.0,square meters
2933,FI1D2,6 years,2018,total functional urban area,9255953430.638052,square meters
2934,FI1D5,6 years,2018,total functional urban area,0.0,square meters
2935,FI1D9,6 years,2018,total functional urban area,7238088092.883824,square meters
2936,FI1C5,6 years,2018,total functional urban area,0.0,square meters
2937,AL,6 years,2018,total functional urban area,5416652603.627081,square meters
2938,AL0,6 years,2018,total functional urban area,5416652603.627081,square meters
2939,AL01,6 years,2018,total functional urban area,2424102745.067771,square meters
2940,AL02,6 years,2018,total functional urban area,2522818951.478477,square meters
2941,AL03,6 years,2018,total functional urban area,715705735.0942202,square meters
2942,AL031,6 years,2018,total functional urban area,51627890.2965427,square meters
2943,AL032,6 years,2018,total functional urban area,68367745.96552348,square meters
2944,AL035,6 years,2018,total functional urban area,637312247.5420365,square meters
2945,AL022,6 years,2018,total functional urban area,1327318378.284591,square meters
2946,AL034,6 years,2018,total functional urban area,0.0,square meters
2947,AL014,6 years,2018,total functional urban area,36925024.86195962,square meters
2948,AL033,6 years,2018,total functional urban area,0.0,square meters
2949,AL013,6 years,2018,total functional urban area,232934917.8534655,square meters
2950,AL015,6 years,2018,total functional urban area,1850193988.070978,square meters
2951,AL011,6 years,2018,total functional urban area,83320642.07178837,square meters
2952,AL012,6 years,2018,total functional urban area,507713200.3189687,square meters
2953,AL021,6 years,2018,total functional urban area,1345406863.828429,square meters
2954,CH,6 years,2018,total functional urban area,5207656675.103596,square meters
2955,CH0,6 years,2018,total functional urban area,5207656675.103596,square meters
2956,CH05,6 years,2018,total functional urban area,369608662.6630026,square meters
2957,CH01,6 years,2018,total functional urban area,1306526819.911496,square meters
2958,CH07,6 years,2018,total functional urban area,306855629.3818058,square meters
2959,CH06,6 years,2018,total functional urban area,373842439.6980957,square meters
2960,CH02,6 years,2018,total functional urban area,1149244172.193525,square meters
2961,CH03,6 years,2018,total functional urban area,805795201.943692,square meters
2962,CH04,6 years,2018,total functional urban area,1282770895.326322,square meters
2963,CH052,6 years,2018,total functional urban area,51327647.99190796,square meters
2964,CH053,6 years,2018,total functional urban area,146538777.6827806,square meters
2965,CH054,6 years,2018,total functional urban area,25918043.68203252,square meters
2966,CH051,6 years,2018,total functional urban area,0.0,square meters
2967,CH056,6 years,2018,total functional urban area,0.0,square meters
2968,CH055,6 years,2018,total functional urban area,247248690.6768759,square meters
2969,CH064,6 years,2018,total functional urban area,40586023.04252569,square meters
2970,CH065,6 years,2018,total functional urban area,51993074.58269683,square meters
2971,CH066,6 years,2018,total functional urban area,46088062.60155873,square meters
2972,CH023,6 years,2018,total functional urban area,257560753.3673251,square meters
2973,CH012,6 years,2018,total functional urban area,0.0,square meters
2974,CH013,6 years,2018,total functional urban area,259732194.208885,square meters
2975,CH024,6 years,2018,total functional urban area,0.0,square meters
2976,CH032,6 years,2018,total functional urban area,493040141.1025754,square meters
2977,CH063,6 years,2018,total functional urban area,85465296.37649415,square meters
2978,CH057,6 years,2018,total functional urban area,39172913.66005874,square meters
2979,CH061,6 years,2018,total functional urban area,286057324.1959146,square meters
2980,CH062,6 years,2018,total functional urban area,0.0,square meters
2981,CH033,6 years,2018,total functional urban area,327943309.7452173,square meters
2982,CH011,6 years,2018,total functional urban area,1065613627.222444,square meters
2983,CH025,6 years,2018,total functional urban area,2127558.435514116,square meters
2984,CH031,6 years,2018,total functional urban area,57391670.67096545,square meters
2985,CH021,6 years,2018,total functional urban area,834735804.4801755,square meters
2986,CH040,6 years,2018,total functional urban area,1282770895.326322,square meters
2987,CH070,6 years,2018,total functional urban area,306855629.3818058,square meters
2988,CH022,6 years,2018,total functional urban area,121897302.8641535,square meters
2989,DE,6 years,2018,total functional urban area,195751715378.2393,square meters
2990,DEA,6 years,2018,total functional urban area,18069408512.95446,square meters
2991,DE7,6 years,2018,total functional urban area,13713453319.35153,square meters
2992,DE1,6 years,2018,total functional urban area,18282892772.14227,square meters
2993,DEE,6 years,2018,total functional urban area,7116315597.017241,square meters
2994,DEG,6 years,2018,total functional urban area,6100368026.343615,square meters
2995,DED,6 years,2018,total functional urban area,14709272216.97086,square meters
2996,DEB,6 years,2018,total functional urban area,6673864092.976184,square meters
2997,DE4,6 years,2018,total functional urban area,19997256695.02151,square meters
2998,DE9,6 years,2018,total functional urban area,29259135657.77586,square meters
2999,DE2,6 years,2018,total functional urban area,32612584046.2379,square meters
3000,DE8,6 years,2018,total functional urban area,21932405967.16392,square meters
3001,DEF,6 years,2018,total functional urban area,11523005925.50551,square meters
3002,DEC,6 years,2018,total functional urban area,1642634533.993811,square meters
3003,DE3,6 years,2018,total functional urban area,1187710148.446025,square meters
3004,DE5,6 years,2018,total functional urban area,638236795.6055517,square meters
3005,DE6,6 years,2018,total functional urban area,1083346078.917863,square meters
3006,DE12,6 years,2018,total functional urban area,3959805037.53931,square meters
3007,DE14,6 years,2018,total functional urban area,4158136868.187149,square meters
3008,DE13,6 years,2018,total functional urban area,5940033381.963171,square meters
3009,DE21,6 years,2018,total functional urban area,10214265501.5334,square meters
3010,DEF0,6 years,2018,total functional urban area,11523005925.50551,square meters
3011,DE30,6 years,2018,total functional urban area,1187710148.446025,square meters
3012,DEA1,6 years,2018,total functional urban area,3826022430.663481,square meters
3013,DEG0,6 years,2018,total functional urban area,6100368026.343615,square meters
3014,DEA2,6 years,2018,total functional urban area,5012852410.554395,square meters
3015,DE25,6 years,2018,total functional urban area,3291030372.237088,square meters
3016,DED2,6 years,2018,total functional urban area,8114070668.190838,square meters
3017,DE50,6 years,2018,total functional urban area,638236795.6055517,square meters
3018,DE60,6 years,2018,total functional urban area,1083346078.917863,square meters
3019,DEC0,6 years,2018,total functional urban area,1642634533.993811,square meters
3020,DEA4,6 years,2018,total functional urban area,1920710407.853237,square meters
3021,DE72,6 years,2018,total functional urban area,3658616708.09397,square meters
3022,DEE0,6 years,2018,total functional urban area,7116315597.017241,square meters
3023,DED5,6 years,2018,total functional urban area,4160839761.453001,square meters
3024,DED4,6 years,2018,total functional urban area,2924048269.429768,square meters
3025,DE22,6 years,2018,total functional urban area,4499439292.334911,square meters
3026,DEB3,6 years,2018,total functional urban area,3549644681.603636,square meters
3027,DE11,6 years,2018,total functional urban area,5417900593.29911,square meters
3028,DE40,6 years,2018,total functional urban area,19997256695.02151,square meters
3029,DE26,6 years,2018,total functional urban area,7017431995.662725,square meters
3030,DE93,6 years,2018,total functional urban area,11800547435.11615,square meters
3031,DE94,6 years,2018,total functional urban area,5154110672.157457,square meters
3032,DEA5,6 years,2018,total functional urban area,4523562137.612168,square meters
3033,DE24,6 years,2018,total functional urban area,3445945219.890245,square meters
3034,DEB2,6 years,2018,total functional urban area,1247763496.338458,square meters
3035,DE91,6 years,2018,total functional urban area,7015463962.95443,square meters
3036,DE80,6 years,2018,total functional urban area,21932405967.16392,square meters
3037,DE23,6 years,2018,total functional urban area,1896497000.836536,square meters
3038,DEA3,6 years,2018,total functional urban area,4116601791.392736,square meters
3039,DE27,6 years,2018,total functional urban area,4537096559.13381,square meters
3040,DE71,6 years,2018,total functional urban area,7571324988.397637,square meters
3041,DE73,6 years,2018,total functional urban area,3339790499.437592,square meters
3042,DE92,6 years,2018,total functional urban area,6758217965.496649,square meters
3043,DEB1,6 years,2018,total functional urban area,2084852873.726972,square meters
3044,DE933,6 years,2018,total functional urban area,1673747940.131432,square meters
3045,DE934,6 years,2018,total functional urban area,65005789.86564455,square meters
3046,DE935,6 years,2018,total functional urban area,1647403083.341446,square meters
3047,DEA5A,6 years,2018,total functional urban area,1308635416.338595,square meters
3048,DEA5B,6 years,2018,total functional urban area,281040132.3550098,square meters
3049,DE600,6 years,2018,total functional urban area,1083346078.917863,square meters
3050,DE711,6 years,2018,total functional urban area,206418396.8877649,square meters
3051,DE712,6 years,2018,total functional urban area,420710897.606943,square meters
3052,DE713,6 years,2018,total functional urban area,193344542.192119,square meters
3053,DE714,6 years,2018,total functional urban area,433573824.8117534,square meters
3054,DE715,6 years,2018,total functional urban area,1051644166.291589,square meters
3055,DEA5C,6 years,2018,total functional urban area,810497206.3989599,square meters
3056,DEB11,6 years,2018,total functional urban area,150465647.0099396,square meters
3057,DE936,6 years,2018,total functional urban area,894290451.8933547,square meters
3058,DE80L,6 years,2018,total functional urban area,3627729670.864104,square meters
3059,DE928,6 years,2018,total functional urban area,790882020.5253997,square meters
3060,DE929,6 years,2018,total functional urban area,2587776936.346442,square meters
3061,DE944,6 years,2018,total functional urban area,175215120.4231057,square meters
3062,DE945,6 years,2018,total functional urban area,147335622.7330105,square meters
3063,DE931,6 years,2018,total functional urban area,1831697661.532872,square meters
3064,DE925,6 years,2018,total functional urban area,1477180690.722179,square meters
3065,DE737,6 years,2018,total functional urban area,131499537.3567839,square meters
3066,DE803,6 years,2018,total functional urban area,265912167.4184991,square meters
3067,DE804,6 years,2018,total functional urban area,211134126.3155718,square meters
3068,DE923,6 years,2018,total functional urban area,220641022.1809105,square meters
3069,DE926,6 years,2018,total functional urban area,166681784.4764205,square meters
3070,DE927,6 years,2018,total functional urban area,296645177.7572236,square meters
3071,DE932,6 years,2018,total functional urban area,2621243536.511863,square meters
3072,DE80J,6 years,2018,total functional urban area,6264683996.310841,square meters
3073,DE94E,6 years,2018,total functional urban area,2273335933.881643,square meters
3074,DE94F,6 years,2018,total functional urban area,286655705.9697748,square meters
3075,DE94G,6 years,2018,total functional urban area,250365324.06469,square meters
3076,DEA59,6 years,2018,total functional urban area,186199416.1152359,square meters
3077,DE80K,6 years,2018,total functional urban area,3916146276.490327,square meters
3078,DE94D,6 years,2018,total functional urban area,1240097665.872416,square meters
3079,DE947,6 years,2018,total functional urban area,0.0,square meters
3080,DE948,6 years,2018,total functional urban area,99887534.38452372,square meters
3081,DE139,6 years,2018,total functional urban area,183619558.1268334,square meters
3082,DE226,6 years,2018,total functional urban area,1426095887.869492,square meters
3083,DE219,6 years,2018,total functional urban area,1452084705.160772,square meters
3084,DE949,6 years,2018,total functional urban area,71065036.61499003,square meters
3085,DE249,6 years,2018,total functional urban area,103938574.0942317,square meters
3086,DE21A,6 years,2018,total functional urban area,1071409250.091166,square meters
3087,DE21B,6 years,2018,total functional urban area,1106290829.032465,square meters
3088,DE406,6 years,2018,total functional urban area,2999465404.200097,square meters
3089,DE407,6 years,2018,total functional urban area,571649601.4424121,square meters
3090,DE94A,6 years,2018,total functional urban area,684082333.6851017,square meters
3091,DE94B,6 years,2018,total functional urban area,0.0,square meters
3092,DE94C,6 years,2018,total functional urban area,32364503.36207934,square meters
3093,DE227,6 years,2018,total functional urban area,1618032214.030546,square meters
3094,DE228,6 years,2018,total functional urban area,1553463128.028408,square meters
3095,DE135,6 years,2018,total functional urban area,111877558.3435811,square meters
3096,DE136,6 years,2018,total functional urban area,1271918238.157409,square meters
3097,DE214,6 years,2018,total functional urban area,0.0,square meters
3098,DE236,6 years,2018,total functional urban area,257622101.2016317,square meters
3099,DE237,6 years,2018,total functional urban area,45850067.42131542,square meters
3100,DE137,6 years,2018,total functional urban area,104594543.6257224,square meters
3101,DE21N,6 years,2018,total functional urban area,317305291.6242882,square meters
3102,DE221,6 years,2018,total functional urban area,117816378.3345688,square meters
3103,DE222,6 years,2018,total functional urban area,145890362.8662037,square meters
3104,DE223,6 years,2018,total functional urban area,0.0,square meters
3105,DE224,6 years,2018,total functional urban area,43219713.80872627,square meters
3106,DE225,6 years,2018,total functional urban area,61861981.16294962,square meters
