donor,weight,group
IN->DE,0.32560393064334076,destination
RO->DE,0.24734425084276931,destination
IT->DE,0.17221183087441932,destination
BG->DE,0.14202131753171268,destination
GR->DE,0.104397989951593,destination
US->DE,0.008420680156164853,destination
BA->DE,0.0,destination
ES->DE,0.0,destination
PL->DE,0.0,destination
RS->DE,0.0,destination
