date,share,pretrend_projection,is_pre,is_post,beta_post,p_post,beta_trend,p_trend
2021-04-01,0.04279985171704917,0.04801820059499467,1,0,0.01994852576356547,0.263014927510166,0.000368731106046727,0.27927160113188176
2021-05-01,0.04289779464073986,0.04801218099575314,1,0,0.01994852576356547,0.263014927510166,0.000368731106046727,0.27927160113188176
2021-06-01,0.03625384969808667,0.04800616139651162,1,0,0.01994852576356547,0.263014927510166,0.000368731106046727,0.27927160113188176
2021-07-01,0.04237629343318436,0.04800014179727009,1,0,0.01994852576356547,0.263014927510166,0.000368731106046727,0.27927160113188176
2021-08-01,0.04696689631994623,0.04799412219802857,1,0,0.01994852576356547,0.263014927510166,0.000368731106046727,0.27927160113188176
2021-09-01,0.04876046361880232,0.047988102598787045,1,0,0.01994852576356547,0.263014927510166,0.000368731106046727,0.27927160113188176
2021-10-01,0.055675556535155386,0.04798208299954552,1,0,0.01994852576356547,0.263014927510166,0.000368731106046727,0.27927160113188176
2021-11-01,0.061447834193530955,0.047976063400304,1,0,0.01994852576356547,0.263014927510166,0.000368731106046727,0.27927160113188176
2021-12-01,0.07514607115380617,0.04797004380106247,0,1,0.01994852576356547,0.263014927510166,0.000368731106046727,0.27927160113188176
2022-01-01,0.07137224584460765,0.04796402420182094,0,1,0.01994852576356547,0.263014927510166,0.000368731106046727,0.27927160113188176
2022-02-01,0.05541557770857134,0.04795800460257942,0,1,0.01994852576356547,0.263014927510166,0.000368731106046727,0.27927160113188176
2022-03-01,0.052604318000934853,0.047951985003337895,0,1,0.01994852576356547,0.263014927510166,0.000368731106046727,0.27927160113188176
2022-04-01,0.027778780679774996,0.047945965404096375,0,1,0.01994852576356547,0.263014927510166,0.000368731106046727,0.27927160113188176
2022-05-01,0.027317995938464963,0.04793994580485485,0,1,0.01994852576356547,0.263014927510166,0.000368731106046727,0.27927160113188176
2022-06-01,0.028351438112173336,0.04793392620561332,0,1,0.01994852576356547,0.263014927510166,0.000368731106046727,0.27927160113188176
2022-07-01,0.0523172102442151,0.0479279066063718,0,1,0.01994852576356547,0.263014927510166,0.000368731106046727,0.27927160113188176
2022-08-01,0.07773346050463886,0.04792188700713027,0,1,0.01994852576356547,0.263014927510166,0.000368731106046727,0.27927160113188176
2022-09-01,0.10582361207911063,0.047915867407888744,0,1,0.01994852576356547,0.263014927510166,0.000368731106046727,0.27927160113188176
2022-10-01,0.11791966173361522,0.047909847808647224,0,1,0.01994852576356547,0.263014927510166,0.000368731106046727,0.27927160113188176
2022-11-01,0.16755839886081647,0.0479038282094057,0,1,0.01994852576356547,0.263014927510166,0.000368731106046727,0.27927160113188176
2022-12-01,0.14005532478852945,0.047897808610164176,0,1,0.01994852576356547,0.263014927510166,0.000368731106046727,0.27927160113188176
