date,treated_levels,synthetic_levels,is_pre,is_post
2019-01-01,2574.000000000001,2575.612042332539,1,0
2019-02-01,2769.000000000001,2910.2056515047097,1,0
2019-03-01,3140.0000000000014,3250.1924709932528,1,0
2019-04-01,3076.999999999998,2889.4618478599677,1,0
2019-05-01,2626.999999999999,3150.703545892407,1,0
2019-06-01,2757.0000000000005,3652.9291303131363,1,0
2019-07-01,3544.9999999999995,3813.2388869457577,1,0
2019-08-01,3442.0000000000027,3763.9974218314637,1,0
2019-09-01,4174.999999999999,3017.031112019468,1,0
2019-10-01,3688.9999999999973,3472.2012926671127,1,0
2019-11-01,2833.000000000001,3438.037119525754,1,0
2019-12-01,2751.0,2884.0379051539485,1,0
2020-01-01,2853.0000000000005,2706.0358220942844,1,0
2020-02-01,3680.0000000000005,3446.2783512593014,1,0
2020-03-01,2632.999999999999,2314.981539202016,1,0
2020-04-01,1323.0000000000002,1323.9215985200144,1,0
2020-05-01,1019.9999999999998,1040.281246854625,1,0
2020-06-01,934.9999999999995,958.2812485747792,1,0
2020-07-01,692.0,786.1444551787491,1,0
2020-08-01,1393.0000000000005,1238.313547858617,1,0
2020-09-01,2032.0000000000007,1945.3275470709186,1,0
2020-10-01,2557.999999999999,2839.777846465109,1,0
2020-11-01,3421.0,2286.5327458293877,1,0
2020-12-01,3314.999999999998,2924.407909416784,1,0
2021-01-01,1965.0,2415.4058361741763,1,0
2021-02-01,2360.0000000000005,2336.5271641051463,1,0
2021-03-01,2320.0000000000005,2065.2116801231987,1,0
2021-04-01,1270.0000000000002,1482.0421531293991,1,0
2021-05-01,1808.9999999999993,1898.2763116268104,1,0
2021-06-01,1494.9999999999993,1482.8422381452312,1,0
2021-07-01,2105.0,1993.1359287754317,1,0
2021-08-01,2236.000000000001,1613.572915891902,1,0
2021-09-01,3028.9999999999995,2739.162195227578,1,0
2021-10-01,3789.0000000000005,2448.230112866496,1,0
2021-11-01,4547.999999999996,2129.652590993694,1,0
2021-12-01,3614.000000000001,1983.3455281307445,0,1
2022-01-01,4616.000000000002,1970.6371731652314,0,1
2022-02-01,3541.0000000000014,1665.0064515391946,0,1
2022-03-01,4164.000000000002,1988.9465768339574,0,1
2022-04-01,3846.9999999999973,2057.3085048219923,0,1
2022-05-01,5891.999999999997,2809.023620139153,0,1
2022-06-01,4830.999999999997,2445.3164971285137,0,1
2022-07-01,5631.999999999995,2357.107337566756,0,1
2022-08-01,7172.0000000000055,3442.797287578451,0,1
2022-09-01,9262.000000000007,2978.700383891824,0,1
2022-10-01,13944.000000000002,3933.082257775454,0,1
2022-11-01,16003.00000000001,3540.850268983453,0,1
2022-12-01,15745.99999999999,3439.7343372859314,0,1
