donor,weight,group
RO->DE,0.3419980178864219,destination
BG->DE,0.20376466840400423,destination
IN->DE,0.16324225004200624,destination
PL->DE,0.11689320506109431,destination
US->DE,0.06474252332827785,destination
IT->DE,0.06188550184439086,destination
RS->DE,0.047473833433804465,destination
BA->DE,0.0,destination
ES->DE,0.0,destination
GR->DE,0.0,destination
